transaction_id,timestamp,department_id,vendor_id,vendor_category,amount,payment_method,description,approver_id,budget_code,project_id
NTX-00039,2025-12-04T12:53:14,DEPT-CPWD,VEN-008,IT Hardware,275918.84,RTGS,Consultancy charges for Phase 3 of Swachh Bharat,OFFICER-09,BUD-6032,PROJ-003
NTX-00040,2025-07-21T09:20:50,DEPT-EDU-DELHI,VEN-097,Manpower,403735.76,RTGS,Procurement for Smart City Mission - Batch 27,OFFICER-05,BUD-2114,PROJ-009
NTX-00041,2025-05-20T15:29:17,DEPT-CPWD,VEN-029,Consultancy,373365.53,UPI,Procurement for Ayushman Bharat - Batch 20,OFFICER-03,BUD-1284,PROJ-001
NTX-00042,2025-07-14T12:50:45,DEPT-NHAI,VEN-028,Manpower,141601.36,UPI,Consultancy charges for Phase 2 of Digital India,OFFICER-05,BUD-3399,PROJ-017
NTX-00043,2025-07-10T14:19:56,DEPT-HEALTH-AIIMS,VEN-011,IT Hardware,438859.59,RTGS,Procurement for PMGSY - Batch 74,OFFICER-05,BUD-8289,PROJ-006
NTX-00044,2025-03-05T09:14:50,DEPT-RAIL,VEN-027,Manpower,181460.49,RTGS,Maintenance support for DEPT-RAIL,OFFICER-00,BUD-2480,PROJ-012
NTX-00045,2025-10-29T12:24:55,DEPT-CPWD,VEN-093,IT Hardware,348148.09,UPI,Quarterly supply refill for Ayushman Bharat,OFFICER-09,BUD-4749,PROJ-012
NTX-00046,2025-10-21T14:09:52,DEPT-CPWD,VEN-029,IT Hardware,92530.43,NEFT,Maintenance support for DEPT-CPWD,OFFICER-01,BUD-1684,PROJ-020
NTX-00047,2025-12-03T11:35:17,DEPT-CPWD,VEN-050,IT Hardware,384808.03,NEFT,Consultancy charges for Phase 3 of Swachh Bharat,OFFICER-00,BUD-3271,PROJ-012
NTX-00048,2025-11-25T11:50:00,DEPT-NHAI,VEN-003,Consultancy,439028.66,UPI,Maintenance support for DEPT-NHAI,OFFICER-09,BUD-4143,PROJ-011
NTX-00049,2025-12-26T14:07:16,DEPT-RAIL,VEN-094,Consultancy,444783.54,UPI,Consultancy charges for Phase 3 of Swachh Bharat,OFFICER-08,BUD-8785,PROJ-013
NTX-00050,2025-07-08T17:36:47,DEPT-NHAI,VEN-090,Consultancy,81579.89,NEFT,Emergency allocation for DEPT-NHAI operations,OFFICER-09,BUD-9895,PROJ-008
NTX-00051,2025-08-11T11:08:10,DEPT-HEALTH-AIIMS,VEN-040,Consultancy,425019.47,RTGS,Procurement for Smart City Mission - Batch 17,OFFICER-05,BUD-1143,PROJ-011
NTX-00052,2025-04-04T11:31:53,DEPT-HEALTH-AIIMS,VEN-016,Consultancy,444345.56,UPI,Procurement for Digital India - Batch 84,OFFICER-08,BUD-3420,PROJ-017
NTX-00053,2025-09-30T17:55:18,DEPT-HEALTH-AIIMS,VEN-097,Civil Works,22059.81,UPI,Consultancy charges for Phase 3 of Ayushman Bharat,OFFICER-07,BUD-2501,PROJ-020
NTX-00054,2025-02-07T16:24:53,DEPT-RAIL,VEN-067,Consultancy,197724.52,UPI,Emergency allocation for DEPT-RAIL operations,OFFICER-01,BUD-7304,PROJ-012
NTX-00055,2025-09-05T14:01:14,DEPT-CPWD,VEN-080,Medical Supplies,213867.28,RTGS,Consultancy charges for Phase 3 of Ayushman Bharat,OFFICER-09,BUD-5833,PROJ-003
NTX-00056,2025-04-06T15:58:43,DEPT-EDU-DELHI,VEN-049,Manpower,3377.26,NEFT,Consultancy charges for Phase 2 of PMGSY,OFFICER-03,BUD-5562,PROJ-019
NTX-00057,2025-05-02T17:21:54,DEPT-EDU-DELHI,VEN-031,Medical Supplies,414011.91,NEFT,Consultancy charges for Phase 2 of Digital India,OFFICER-09,BUD-4397,PROJ-003
NTX-00058,2025-02-13T17:37:05,DEPT-HEALTH-AIIMS,VEN-003,Manpower,137978.67,RTGS,Emergency allocation for DEPT-HEALTH-AIIMS operations,OFFICER-06,BUD-1344,PROJ-003
NTX-00059,2025-05-21T15:22:33,DEPT-NHAI,VEN-094,Civil Works,169922.07,UPI,Emergency allocation for DEPT-NHAI operations,OFFICER-08,BUD-6336,PROJ-006
NTX-00060,2025-03-17T16:22:47,DEPT-EDU-DELHI,VEN-064,IT Hardware,115102.85,UPI,Quarterly supply refill for Ayushman Bharat,OFFICER-03,BUD-1466,PROJ-015
NTX-00061,2025-10-08T13:31:03,DEPT-EDU-DELHI,VEN-099,Medical Supplies,245043.7,UPI,Procurement for Smart City Mission - Batch 10,OFFICER-08,BUD-6675,PROJ-004
NTX-00062,2025-02-14T12:35:02,DEPT-EDU-DELHI,VEN-059,Consultancy,87556.73,NEFT,Maintenance support for DEPT-EDU-DELHI,OFFICER-01,BUD-4465,PROJ-005
NTX-00063,2025-08-22T14:15:07,DEPT-RAIL,VEN-036,Manpower,222932.19,UPI,Emergency allocation for DEPT-RAIL operations,OFFICER-01,BUD-9717,PROJ-011
NTX-00064,2025-11-19T09:22:24,DEPT-NHAI,VEN-036,Consultancy,8127.69,UPI,Maintenance support for DEPT-NHAI,OFFICER-05,BUD-1208,PROJ-005
NTX-00065,2025-09-19T17:13:31,DEPT-RAIL,VEN-089,Medical Supplies,124702.3,NEFT,Procurement for PMGSY - Batch 69,OFFICER-09,BUD-4944,PROJ-010
NTX-00066,2025-12-16T13:57:08,DEPT-NHAI,VEN-079,Medical Supplies,28657.47,UPI,Consultancy charges for Phase 2 of Digital India,OFFICER-00,BUD-3824,PROJ-020
NTX-00067,2025-08-25T10:25:10,DEPT-NHAI,VEN-011,IT Hardware,356854.15,UPI,Emergency allocation for DEPT-NHAI operations,OFFICER-05,BUD-5342,PROJ-003
NTX-00068,2025-01-26T14:11:10,DEPT-RAIL,VEN-052,Consultancy,284483.47,RTGS,Quarterly supply refill for Digital India,OFFICER-09,BUD-8132,PROJ-008
NTX-00069,2025-11-04T10:44:33,DEPT-EDU-DELHI,VEN-071,Medical Supplies,442305.43,UPI,Procurement for Digital India - Batch 17,OFFICER-09,BUD-9802,PROJ-015
NTX-00070,2025-10-14T17:54:18,DEPT-NHAI,VEN-052,IT Hardware,358038.12,RTGS,Consultancy charges for Phase 2 of Smart City Mission,OFFICER-05,BUD-6360,PROJ-009
NTX-00071,2025-10-10T14:59:09,DEPT-EDU-DELHI,VEN-085,Manpower,355344.53,UPI,Consultancy charges for Phase 3 of Swachh Bharat,OFFICER-04,BUD-2935,PROJ-016
NTX-00072,2025-10-12T16:19:30,DEPT-RAIL,VEN-057,Consultancy,44322.57,RTGS,Maintenance support for DEPT-RAIL,OFFICER-08,BUD-9285,PROJ-015
NTX-00073,2025-05-23T12:44:07,DEPT-NHAI,VEN-052,Consultancy,404173.84,RTGS,Quarterly supply refill for PMGSY,OFFICER-06,BUD-3399,PROJ-005
NTX-00074,2025-12-29T14:44:21,DEPT-RAIL,VEN-037,Civil Works,377403.72,NEFT,Maintenance support for DEPT-RAIL,OFFICER-03,BUD-8496,PROJ-002
NTX-00075,2025-05-08T12:41:18,DEPT-HEALTH-AIIMS,VEN-064,Manpower,203368.64,RTGS,Emergency allocation for DEPT-HEALTH-AIIMS operations,OFFICER-00,BUD-6317,PROJ-003
NTX-00076,2025-08-24T10:35:05,DEPT-HEALTH-AIIMS,VEN-043,Consultancy,4709.43,NEFT,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-04,BUD-7829,PROJ-016
NTX-00077,2025-08-01T10:49:42,DEPT-HEALTH-AIIMS,VEN-062,IT Hardware,169093.41,NEFT,Procurement for Swachh Bharat - Batch 82,OFFICER-09,BUD-3090,PROJ-018
NTX-00078,2025-09-24T13:57:52,DEPT-CPWD,VEN-022,IT Hardware,48162.8,NEFT,Procurement for Smart City Mission - Batch 27,OFFICER-03,BUD-1268,PROJ-006
NTX-00079,2025-04-23T13:11:36,DEPT-EDU-DELHI,VEN-016,Medical Supplies,218613.25,UPI,Procurement for Smart City Mission - Batch 4,OFFICER-02,BUD-4008,PROJ-006
NTX-00080,2025-09-21T12:25:14,DEPT-NHAI,VEN-060,Medical Supplies,443282.53,UPI,Quarterly supply refill for Smart City Mission,OFFICER-09,BUD-2761,PROJ-018
NTX-00081,2025-12-15T10:49:14,DEPT-CPWD,VEN-024,IT Hardware,288173.87,UPI,Emergency allocation for DEPT-CPWD operations,OFFICER-08,BUD-6766,PROJ-011
NTX-00082,2025-02-28T15:47:23,DEPT-RAIL,VEN-081,IT Hardware,267240.22,RTGS,Emergency allocation for DEPT-RAIL operations,OFFICER-04,BUD-4567,PROJ-006
NTX-00083,2025-10-25T14:50:30,DEPT-CPWD,VEN-001,Consultancy,214862.09,NEFT,Consultancy charges for Phase 2 of Digital India,OFFICER-06,BUD-9822,PROJ-002
NTX-00084,2025-10-10T15:22:13,DEPT-EDU-DELHI,VEN-031,Manpower,57982.19,NEFT,Procurement for Digital India - Batch 39,OFFICER-09,BUD-7769,PROJ-020
NTX-00085,2025-09-01T17:19:37,DEPT-RAIL,VEN-011,Medical Supplies,298667.04,UPI,Procurement for PMGSY - Batch 60,OFFICER-07,BUD-5895,PROJ-002
NTX-00086,2025-05-10T16:03:42,DEPT-CPWD,VEN-048,Civil Works,28995.7,RTGS,Procurement for PMGSY - Batch 1,OFFICER-03,BUD-4576,PROJ-008
NTX-00087,2025-07-06T17:07:54,DEPT-EDU-DELHI,VEN-075,Consultancy,351329.96,UPI,Consultancy charges for Phase 2 of Digital India,OFFICER-03,BUD-1119,PROJ-018
NTX-00088,2025-10-31T09:23:47,DEPT-EDU-DELHI,VEN-057,Consultancy,269459.73,NEFT,Procurement for Smart City Mission - Batch 84,OFFICER-00,BUD-6069,PROJ-016
NTX-00089,2025-04-02T11:28:37,DEPT-HEALTH-AIIMS,VEN-046,IT Hardware,117481.34,UPI,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-00,BUD-9061,PROJ-009
NTX-00090,2025-05-06T11:52:57,DEPT-NHAI,VEN-035,Medical Supplies,103001.68,NEFT,Emergency allocation for DEPT-NHAI operations,OFFICER-00,BUD-1540,PROJ-012
NTX-00091,2025-09-02T14:08:49,DEPT-EDU-DELHI,VEN-003,Medical Supplies,57894.23,NEFT,Quarterly supply refill for Swachh Bharat,OFFICER-04,BUD-2165,PROJ-010
NTX-00092,2025-12-13T10:46:23,DEPT-HEALTH-AIIMS,VEN-058,Civil Works,247316.75,RTGS,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-01,BUD-9411,PROJ-011
NTX-00093,2025-09-11T10:30:24,DEPT-CPWD,VEN-001,IT Hardware,107666.39,NEFT,Emergency allocation for DEPT-CPWD operations,OFFICER-07,BUD-2955,PROJ-018
NTX-00094,2025-09-26T09:29:10,DEPT-RAIL,VEN-082,IT Hardware,302805.83,RTGS,Maintenance support for DEPT-RAIL,OFFICER-03,BUD-7471,PROJ-001
NTX-00095,2025-12-16T14:04:38,DEPT-HEALTH-AIIMS,VEN-000,Manpower,255078.84,RTGS,Quarterly supply refill for Smart City Mission,OFFICER-05,BUD-6441,PROJ-013
NTX-00096,2025-12-08T16:06:35,DEPT-HEALTH-AIIMS,VEN-013,Medical Supplies,267535.63,UPI,Procurement for PMGSY - Batch 53,OFFICER-05,BUD-3323,PROJ-009
NTX-00097,2025-07-30T10:37:25,DEPT-EDU-DELHI,VEN-070,IT Hardware,350656.73,NEFT,Procurement for Smart City Mission - Batch 87,OFFICER-02,BUD-8989,PROJ-014
NTX-00098,2025-12-05T15:33:52,DEPT-HEALTH-AIIMS,VEN-070,Medical Supplies,139685.18,UPI,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-05,BUD-1878,PROJ-014
NTX-00099,2025-08-18T14:01:46,DEPT-RAIL,VEN-077,Consultancy,368324.37,RTGS,Procurement for Digital India - Batch 96,OFFICER-00,BUD-1289,PROJ-005
NTX-00100,2025-02-05T16:54:28,DEPT-EDU-DELHI,VEN-011,Consultancy,444153.96,RTGS,Procurement for Smart City Mission - Batch 67,OFFICER-07,BUD-2089,PROJ-001
NTX-00101,2025-04-27T17:01:33,DEPT-HEALTH-AIIMS,VEN-071,Medical Supplies,392570.62,NEFT,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-02,BUD-6101,PROJ-001
NTX-00102,2025-07-14T10:10:52,DEPT-EDU-DELHI,VEN-022,Medical Supplies,111098.05,NEFT,Quarterly supply refill for Smart City Mission,OFFICER-04,BUD-6724,PROJ-015
NTX-00103,2025-12-31T14:18:10,DEPT-HEALTH-AIIMS,VEN-044,Medical Supplies,283766.36,RTGS,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-07,BUD-1777,PROJ-007
NTX-00104,2025-09-07T09:52:03,DEPT-HEALTH-AIIMS,VEN-046,Manpower,70067.29,NEFT,Emergency allocation for DEPT-HEALTH-AIIMS operations,OFFICER-06,BUD-1824,PROJ-017
NTX-00105,2025-05-29T13:28:20,DEPT-HEALTH-AIIMS,VEN-037,Manpower,41738.03,UPI,Consultancy charges for Phase 1 of Ayushman Bharat,OFFICER-00,BUD-3335,PROJ-009
NTX-00106,2025-05-05T14:19:53,DEPT-RAIL,VEN-005,Civil Works,210690.54,RTGS,Procurement for Digital India - Batch 9,OFFICER-03,BUD-1727,PROJ-008
NTX-00107,2025-01-11T16:00:06,DEPT-RAIL,VEN-056,IT Hardware,91290.69,UPI,Procurement for Smart City Mission - Batch 39,OFFICER-07,BUD-2481,PROJ-007
NTX-00108,2025-04-03T10:00:43,DEPT-HEALTH-AIIMS,VEN-030,Medical Supplies,334949.84,RTGS,Consultancy charges for Phase 2 of Digital India,OFFICER-06,BUD-1668,PROJ-013
NTX-00109,2025-05-21T15:45:52,DEPT-HEALTH-AIIMS,VEN-058,Civil Works,83513.96,RTGS,Procurement for PMGSY - Batch 6,OFFICER-03,BUD-8944,PROJ-005
NTX-00110,2025-01-18T17:30:24,DEPT-EDU-DELHI,VEN-012,IT Hardware,119754.38,UPI,Consultancy charges for Phase 2 of Digital India,OFFICER-00,BUD-7347,PROJ-005
NTX-00111,2025-07-22T13:35:09,DEPT-CPWD,VEN-015,Medical Supplies,183677.39,RTGS,Procurement for Swachh Bharat - Batch 17,OFFICER-03,BUD-6110,PROJ-001
NTX-00112,2025-07-29T16:03:43,DEPT-RAIL,VEN-005,Manpower,80805.94,NEFT,Maintenance support for DEPT-RAIL,OFFICER-03,BUD-3709,PROJ-005
NTX-00113,2025-07-05T09:48:51,DEPT-RAIL,VEN-015,IT Hardware,188757.86,UPI,Maintenance support for DEPT-RAIL,OFFICER-05,BUD-1592,PROJ-003
NTX-00114,2025-11-24T13:23:07,DEPT-HEALTH-AIIMS,VEN-027,Consultancy,429963.08,NEFT,Quarterly supply refill for Digital India,OFFICER-02,BUD-6721,PROJ-013
NTX-00115,2025-11-19T14:25:19,DEPT-RAIL,VEN-046,Civil Works,140013.85,NEFT,Emergency allocation for DEPT-RAIL operations,OFFICER-09,BUD-4884,PROJ-008
NTX-00116,2025-12-07T13:23:17,DEPT-NHAI,VEN-053,Civil Works,251186.73,NEFT,Maintenance support for DEPT-NHAI,OFFICER-00,BUD-5175,PROJ-012
NTX-00117,2025-11-09T09:59:58,DEPT-RAIL,VEN-030,Medical Supplies,242275.22,RTGS,Procurement for PMGSY - Batch 83,OFFICER-03,BUD-7332,PROJ-015
NTX-00118,2025-02-11T13:16:34,DEPT-NHAI,VEN-018,Civil Works,349865.24,NEFT,Maintenance support for DEPT-NHAI,OFFICER-08,BUD-9645,PROJ-018
NTX-00119,2025-04-08T17:20:44,DEPT-HEALTH-AIIMS,VEN-074,Manpower,423968.04,RTGS,Procurement for Swachh Bharat - Batch 74,OFFICER-01,BUD-2678,PROJ-018
NTX-00120,2025-09-24T09:32:18,DEPT-EDU-DELHI,VEN-079,Manpower,82121.57,UPI,Quarterly supply refill for Ayushman Bharat,OFFICER-07,BUD-7074,PROJ-016
NTX-00121,2025-09-10T15:30:27,DEPT-RAIL,VEN-022,Medical Supplies,70203.71,RTGS,Consultancy charges for Phase 1 of Smart City Mission,OFFICER-06,BUD-7384,PROJ-019
NTX-00122,2025-07-26T17:35:57,DEPT-CPWD,VEN-039,Manpower,347151.8,UPI,Emergency allocation for DEPT-CPWD operations,OFFICER-07,BUD-5340,PROJ-005
NTX-00123,2025-08-25T15:08:16,DEPT-CPWD,VEN-092,Manpower,263845.81,RTGS,Emergency allocation for DEPT-CPWD operations,OFFICER-04,BUD-2202,PROJ-016
NTX-00124,2025-11-02T10:20:13,DEPT-EDU-DELHI,VEN-026,Manpower,403033.53,RTGS,Procurement for Smart City Mission - Batch 15,OFFICER-01,BUD-3098,PROJ-009
NTX-00125,2025-06-16T17:28:30,DEPT-NHAI,VEN-073,Civil Works,391429.68,RTGS,Procurement for Ayushman Bharat - Batch 64,OFFICER-04,BUD-3601,PROJ-008
NTX-00126,2025-10-08T11:43:48,DEPT-NHAI,VEN-085,Civil Works,232686.19,RTGS,Quarterly supply refill for Smart City Mission,OFFICER-05,BUD-5383,PROJ-004
NTX-00127,2025-04-24T13:29:09,DEPT-RAIL,VEN-006,Medical Supplies,23702.52,RTGS,Emergency allocation for DEPT-RAIL operations,OFFICER-02,BUD-3794,PROJ-002
NTX-00128,2025-09-05T16:05:11,DEPT-NHAI,VEN-044,Medical Supplies,194597.31,UPI,Quarterly supply refill for PMGSY,OFFICER-07,BUD-9690,PROJ-007
NTX-00129,2025-11-12T11:43:32,DEPT-NHAI,VEN-069,Consultancy,36966.88,NEFT,Consultancy charges for Phase 2 of PMGSY,OFFICER-03,BUD-4241,PROJ-016
NTX-00130,2025-04-26T12:11:52,DEPT-EDU-DELHI,VEN-046,Consultancy,164774.46,NEFT,Consultancy charges for Phase 3 of Ayushman Bharat,OFFICER-07,BUD-6687,PROJ-018
NTX-00131,2025-12-07T09:36:37,DEPT-NHAI,VEN-002,Manpower,80874.06,UPI,Consultancy charges for Phase 1 of Swachh Bharat,OFFICER-06,BUD-9465,PROJ-002
NTX-00132,2025-07-20T11:00:01,DEPT-HEALTH-AIIMS,VEN-002,Consultancy,17358.93,NEFT,Quarterly supply refill for Smart City Mission,OFFICER-06,BUD-1713,PROJ-015
NTX-00133,2025-12-11T15:27:59,DEPT-EDU-DELHI,VEN-018,Civil Works,306193.88,UPI,Consultancy charges for Phase 1 of PMGSY,OFFICER-00,BUD-3807,PROJ-005
NTX-00134,2025-11-08T09:08:08,DEPT-EDU-DELHI,VEN-085,Civil Works,182066.44,NEFT,Quarterly supply refill for Smart City Mission,OFFICER-09,BUD-4648,PROJ-018
NTX-00135,2025-03-09T12:12:08,DEPT-NHAI,VEN-060,IT Hardware,43578.07,UPI,Emergency allocation for DEPT-NHAI operations,OFFICER-09,BUD-3452,PROJ-001
NTX-00136,2025-09-20T13:23:01,DEPT-HEALTH-AIIMS,VEN-098,Civil Works,373613.84,NEFT,Procurement for Smart City Mission - Batch 70,OFFICER-07,BUD-4178,PROJ-004
NTX-00137,2025-06-16T09:00:44,DEPT-RAIL,VEN-086,Consultancy,446205.7,NEFT,Consultancy charges for Phase 1 of Ayushman Bharat,OFFICER-01,BUD-9020,PROJ-014
NTX-00138,2025-12-19T16:38:56,DEPT-EDU-DELHI,VEN-037,Civil Works,249495.97,RTGS,Emergency allocation for DEPT-EDU-DELHI operations,OFFICER-09,BUD-4657,PROJ-019
NTX-00139,2025-08-30T12:50:58,DEPT-EDU-DELHI,VEN-074,Civil Works,304533.78,RTGS,Quarterly supply refill for Smart City Mission,OFFICER-06,BUD-8815,PROJ-006
NTX-00140,2025-06-04T17:50:52,DEPT-HEALTH-AIIMS,VEN-061,Manpower,392930.51,RTGS,Procurement for Swachh Bharat - Batch 60,OFFICER-05,BUD-4154,PROJ-014
NTX-00141,2025-03-21T12:18:20,DEPT-EDU-DELHI,VEN-098,Medical Supplies,181924.06,NEFT,Quarterly supply refill for Ayushman Bharat,OFFICER-08,BUD-7122,PROJ-012
NTX-00142,2025-11-16T11:46:36,DEPT-NHAI,VEN-056,IT Hardware,298032.54,RTGS,Maintenance support for DEPT-NHAI,OFFICER-01,BUD-6728,PROJ-004
NTX-00143,2025-11-11T14:52:56,DEPT-RAIL,VEN-002,Civil Works,120139.81,NEFT,Maintenance support for DEPT-RAIL,OFFICER-05,BUD-7777,PROJ-017
