transaction_id,timestamp,department_id,vendor_id,vendor_category,project_id,amount,payment_method,approver_id,budget_code
efb350fd-a6c4-4078-9b93-c2be357b86f4,2025-01-03 13:35:00,Dept of Public Works,VEND-6693,Medical Supplies,PROJ-2024-010,88757.66,Check,APPR-008,BC-2024-LOG-03
1ff3df2c-0d8f-4957-bfe7-9160f2adcb67,2025-01-03 14:27:00,Transport Authority,VEND-2033,Consulting,PROJ-2024-015,482992.79,Corporate Card,APPR-006,BC-2024-LOG-03
ac5519e4-f60b-4f1b-83dd-3cf5f6be246a,2025-01-03 15:38:00,Urban Development Board,VEND-7408,Logistics,PROJ-2024-012,16462.14,Check,APPR-002,BC-2024-CON-00
7b3d7c89-fd5d-48bd-8b21-d61a942f80a0,2025-01-03 17:08:00,Dept of Public Works,VEND-2802,Medical Supplies,PROJ-2024-004,104919.85,Corporate Card,APPR-002,BC-2024-CON-02
c702341d-35ba-4c91-8849-3e0ebf6a335f,2025-01-03 17:23:00,IT Services Division,VEND-8254,Software Licenses,PROJ-2024-003,27813.9,Check,APPR-005,BC-2024-SOF-05
f4924251-05bb-4172-9444-85f267c7cf2d,2025-01-03 18:21:00,Dept of Education,VEND-4247,Logistics,PROJ-2024-006,15870.43,Corporate Card,APPR-009,BC-2024-MED-01
27a75064-1cc4-4769-831a-48fe3f9474f0,2025-01-03 18:45:00,IT Services Division,VEND-1322,Software Licenses,PROJ-2024-018,13175.69,Electronic Transfer,APPR-008,BC-2024-IT -04
e982e157-011c-4fc5-8d96-86f3ad5973e4,2025-01-04 08:39:00,Transport Authority,VEND-8040,IT Hardware,PROJ-2024-010,25884.6,Check,APPR-009,BC-2024-MED-01
ad75419d-c35c-449a-b863-0932b3dafa4d,2025-01-04 08:57:00,Dept of Public Works,VEND-6917,Medical Supplies,PROJ-2024-016,120986.6,Electronic Transfer,APPR-004,BC-2024-OFF-06
f06c3422-d79a-4640-b073-f846db8705bf,2025-01-04 09:07:00,Ministry of Health,VEND-7316,Construction,PROJ-2024-019,2041595.56,Check,APPR-009,BC-2024-MED-01
f1a32112-6a84-4c70-888c-767860139c4d,2025-01-04 10:01:00,IT Services Division,VEND-5901,Medical Supplies,PROJ-2024-002,102121.58,Corporate Card,APPR-002,BC-2024-CON-02
fc3543a8-cab7-457d-b004-b9b9c101ef24,2025-01-04 11:49:00,Urban Development Board,VEND-5901,Medical Supplies,PROJ-2024-018,27696.26,Corporate Card,APPR-004,BC-2024-IT -04
3487bb3b-b70a-4e79-9642-29954214fb3f,2025-01-04 13:21:00,Ministry of Health,VEND-1714,Medical Supplies,PROJ-2024-011,114411.32,Corporate Card,APPR-009,BC-2024-MED-01
161282ed-169a-4a84-ba5d-717e4954fc05,2025-01-04 13:51:00,Dept of Education,VEND-9304,Office Supplies,PROJ-2024-003,2774.76,Corporate Card,APPR-001,BC-2024-SOF-05
dc90f20d-136b-484d-ace7-513aabcbcb0d,2025-01-04 14:13:00,Ministry of Health,VEND-4339,Office Supplies,PROJ-2024-013,829.83,Electronic Transfer,APPR-008,BC-2024-OFF-06
c752c4f0-7969-4371-9983-90f57a6abd1a,2025-01-04 14:25:00,Transport Authority,VEND-8588,Logistics,PROJ-2024-014,14094.35,Electronic Transfer,APPR-010,BC-2024-SOF-05
644e521d-37f7-4112-a793-8abfc36d8e55,2025-01-04 15:28:00,Dept of Public Works,VEND-1322,Software Licenses,PROJ-2024-013,23112.37,Electronic Transfer,APPR-007,BC-2024-IT -04
3d5bdfa0-8cc2-4b6d-a6a4-4c728f27b6af,2025-01-04 16:36:00,Dept of Public Works,VEND-3887,Medical Supplies,PROJ-2024-011,66987.98,Corporate Card,APPR-009,BC-2024-SOF-05
8946f38d-b520-4376-b1ad-42b075cf0641,2025-01-04 16:53:00,Urban Development Board,VEND-2335,Software Licenses,PROJ-2024-011,38791.23,Check,APPR-008,BC-2024-OFF-06
4e190f3a-b8db-45f0-8c97-381d46c5284b,2025-01-04 17:13:00,Urban Development Board,VEND-2795,Software Licenses,PROJ-2024-014,25799.49,Check,APPR-006,BC-2024-LOG-03
41239d83-e56f-4208-973f-a86178783d0e,2025-01-04 17:41:00,Dept of Education,VEND-8040,IT Hardware,PROJ-2024-009,35827.62,Check,APPR-007,BC-2024-CON-02
2a5071d8-2ac4-45d3-9ba1-aa451a17a722,2025-01-04 18:52:00,Transport Authority,VEND-7172,Logistics,PROJ-2024-009,10583.14,Check,APPR-009,BC-2024-CON-00
4993ee43-ac51-4dfe-b630-3badac105b0a,2025-01-05 03:15:00,Dept of Education,VEND-2795,Software Licenses,PROJ-2024-016,51075.73,Corporate Card,APPR-009,BC-2024-OFF-06
a5223284-40c3-4c32-8ff8-5baf13b873f1,2025-01-05 08:37:00,Dept of Education,VEND-3887,Medical Supplies,PROJ-2024-009,180000.0,Check,APPR-005,BC-2024-CON-02
ecef7966-010c-4ecc-9ba3-e3ec76c05a04,2025-01-05 09:27:00,Ministry of Health,VEND-2545,Software Licenses,PROJ-2024-007,48862.7,Electronic Transfer,APPR-009,BC-2024-CON-02
92f2c9c6-f58a-4f48-ac80-260608d823e5,2025-01-05 09:50:00,IT Services Division,VEND-6693,Medical Supplies,PROJ-2024-002,101896.61,Electronic Transfer,APPR-001,BC-2024-MED-01
0a30eeff-9915-44f3-8c17-8ef3720617e9,2025-01-05 09:55:00,Dept of Public Works,VEND-4339,Office Supplies,PROJ-2024-017,3282.32,Check,APPR-008,BC-2024-LOG-03
5a1984b1-6ae4-497f-b1a0-c44564d1bfad,2025-01-05 10:20:00,Transport Authority,VEND-8254,Software Licenses,PROJ-2024-006,37843.95,Corporate Card,APPR-002,BC-2024-LOG-03
e7f9322f-f305-4269-ad0b-4fe76a326ba4,2025-01-05 10:30:00,Dept of Public Works,VEND-8363,Construction,PROJ-2024-011,2614775.48,Electronic Transfer,APPR-006,BC-2024-MED-01
5a34288d-2e55-4670-9976-c0e596d53dad,2025-01-05 10:57:00,Ministry of Health,VEND-4211,Medical Supplies,PROJ-2024-002,107347.12,Check,APPR-002,BC-2024-MED-01
018cd82c-fad8-413b-a05a-89e99fcd3f77,2025-01-05 11:38:00,Dept of Education,VEND-9513,Medical Supplies,PROJ-2024-011,96475.39,Corporate Card,APPR-001,BC-2024-LOG-03
0f6d055c-c137-4299-a7bd-fc96233215cf,2025-01-05 11:48:00,IT Services Division,VEND-9040,Medical Supplies,PROJ-2024-016,68069.17,Check,APPR-008,BC-2024-LOG-03
e9c6089a-cc89-447c-a9d8-a0517cc601c5,2025-01-05 12:21:00,Dept of Education,VEND-3207,Construction,PROJ-2024-008,1092887.05,Corporate Card,APPR-006,BC-2024-CON-02
aed95b18-c740-47a9-904d-0ddb6b3fa92f,2025-01-05 13:39:00,Ministry of Health,VEND-9778,Office Supplies,PROJ-2024-015,2958.81,Check,APPR-005,BC-2024-CON-02
60d0e500-6567-4ba3-87a9-4e1b08ad1dd8,2025-01-05 14:04:00,Transport Authority,VEND-3207,Construction,PROJ-2024-014,2402840.78,Corporate Card,APPR-008,BC-2024-LOG-03
419d41c7-e59e-4482-b65c-e46e74a6cd8c,2025-01-05 14:19:00,IT Services Division,VEND-2033,Consulting,PROJ-2024-009,298287.22,Corporate Card,APPR-001,BC-2024-SOF-05
a3b3ff9e-7f19-4ee0-a3c2-75ff32fec032,2025-01-05 14:42:00,Dept of Education,VEND-5901,Medical Supplies,PROJ-2024-009,44450.14,Corporate Card,APPR-001,BC-2024-OFF-06
f36854cd-69a7-40e8-9257-bf85fc401eb6,2025-01-05 15:00:00,Dept of Public Works,VEND-2033,Consulting,PROJ-2024-002,344521.19,Electronic Transfer,APPR-006,BC-2024-CON-02
17265519-a79b-4a50-af90-118b2d7fe210,2025-01-05 15:56:00,IT Services Division,VEND-4339,Office Supplies,PROJ-2024-012,2420.8,Check,APPR-001,BC-2024-LOG-03
cbd43d16-2b1a-472d-b145-36f2448e0ad3,2025-01-05 16:24:00,Ministry of Health,VEND-3471,Consulting,PROJ-2024-003,131988.91,Corporate Card,APPR-006,BC-2024-IT -04
3e9cb4c2-6a60-4dfb-b047-8b7fdeff264d,2025-01-05 16:38:00,Transport Authority,VEND-9513,Medical Supplies,PROJ-2024-020,33393.53,Electronic Transfer,APPR-001,BC-2024-OFF-06
d5d6a962-e6d2-4abe-9a2a-2154cb8e8ee5,2025-01-05 17:16:00,Urban Development Board,VEND-2335,Software Licenses,PROJ-2024-014,30333.25,Corporate Card,APPR-008,BC-2024-OFF-06
3b2e2256-1431-400c-b649-23bef9683698,2025-01-05 17:21:00,Ministry of Health,VEND-4247,Logistics,PROJ-2024-006,5142.47,Check,APPR-001,BC-2024-CON-02
41a8d350-879d-47ef-a42b-4259b3e3fa54,2025-01-05 17:43:00,Dept of Public Works,VEND-9513,Medical Supplies,PROJ-2024-013,143876.22,Electronic Transfer,APPR-008,BC-2024-SOF-05
0b7e713c-4851-4b5c-953b-30223029d8dc,2025-01-05 18:06:00,Dept of Education,VEND-4886,Office Supplies,PROJ-2024-016,3296.47,Corporate Card,APPR-003,BC-2024-CON-00
9263d4f3-cfe5-47d6-9990-b2bcd220635b,2025-01-05 18:21:00,Ministry of Health,VEND-6693,Medical Supplies,PROJ-2024-012,180000.0,Check,APPR-009,BC-2024-MED-01
e5f06d24-df9a-4bbc-9462-129a999ba80c,2025-01-05 18:25:00,Ministry of Health,VEND-3471,Consulting,PROJ-2024-002,252454.95,Electronic Transfer,APPR-007,BC-2024-CON-02
5b46f9aa-4cb7-423e-9645-842df0cd709f,2025-01-05 18:29:00,Dept of Public Works,VEND-2335,Software Licenses,PROJ-2024-001,25254.31,Electronic Transfer,APPR-005,BC-2024-OFF-06
187c8938-ed1e-4a39-8532-6b0e8d66fba9,2025-01-06 08:12:00,Dept of Education,VEND-2795,Software Licenses,PROJ-2024-013,50140.85,Check,APPR-002,BC-2024-LOG-03
96578772-f2c3-4f29-bd24-7d2c10f9addf,2025-01-06 08:20:00,Dept of Public Works,VEND-1714,Medical Supplies,PROJ-2024-005,163373.38,Electronic Transfer,APPR-004,BC-2024-CON-02
e3473001-b332-4696-96f6-54a20781b367,2025-01-06 08:49:00,Urban Development Board,VEND-8750,Medical Supplies,PROJ-2024-006,114720.29,Electronic Transfer,APPR-009,BC-2024-CON-02
9fced820-1d85-4d27-9d90-ddd3ae70a45e,2025-01-06 09:03:00,Ministry of Health,VEND-6917,Medical Supplies,PROJ-2024-020,158601.75,Corporate Card,APPR-007,BC-2024-CON-02
9a995713-8939-4fa2-a8c2-8759eeb97a29,2025-01-06 09:10:00,IT Services Division,VEND-2795,Software Licenses,PROJ-2024-020,23770.73,Corporate Card,APPR-001,BC-2024-MED-01
6559af7f-01fd-4348-b3b8-338a5749422a,2025-01-06 09:46:00,Urban Development Board,VEND-3800,Software Licenses,PROJ-2024-017,27173.88,Corporate Card,APPR-010,BC-2024-CON-02
31a1397d-cf71-436e-9f96-867010093607,2025-01-06 10:05:00,Ministry of Health,VEND-3207,Construction,PROJ-2024-019,2079099.81,Corporate Card,APPR-007,BC-2024-CON-00
bb171bd0-5e66-46b0-bfa7-52d39781c0a0,2025-01-06 10:20:00,IT Services Division,VEND-2545,Software Licenses,PROJ-2024-015,37900.48,Electronic Transfer,APPR-002,BC-2024-LOG-03
bec689a9-1d9d-4818-87cc-3bddf5f3b06c,2025-01-06 11:05:00,Transport Authority,VEND-8374,Construction,PROJ-2024-003,1874349.95,Check,APPR-001,BC-2024-MED-01
0a5fbcd9-b1b0-49d5-ba73-a5320dbd08d3,2025-01-06 11:30:00,Ministry of Health,VEND-3800,Software Licenses,PROJ-2024-005,8683.01,Electronic Transfer,APPR-007,BC-2024-LOG-03
54099eb5-4cf0-46e3-96fc-7e3bca9d1799,2025-01-06 12:05:00,Transport Authority,VEND-8254,Software Licenses,PROJ-2024-008,36763.88,Corporate Card,APPR-006,BC-2024-IT -04
cf172b3b-c84d-4def-ab83-05b1c41e592d,2025-01-06 12:30:00,Dept of Public Works,VEND-8588,Logistics,PROJ-2024-018,14392.24,Corporate Card,APPR-006,BC-2024-CON-02
05ec1c40-ce86-4635-b13a-0ab5c4cad11b,2025-01-06 12:38:00,Dept of Education,VEND-3207,Construction,PROJ-2024-016,3401608.96,Check,APPR-005,BC-2024-IT -04
3e46024c-dd04-4781-a768-0dfc8d826d95,2025-01-06 13:53:00,Dept of Education,VEND-5901,Medical Supplies,PROJ-2024-013,97158.03,Corporate Card,APPR-001,BC-2024-SOF-05
675f3254-abc3-4a4f-a735-9ea344f91e27,2025-01-06 13:56:00,Transport Authority,VEND-6750,Logistics,PROJ-2024-020,7639.79,Check,APPR-005,BC-2024-LOG-03
4ff9f6c8-a693-4758-bdbf-eec06c954217,2025-01-06 14:23:00,IT Services Division,VEND-6458,IT Hardware,PROJ-2024-020,50766.36,Corporate Card,APPR-005,BC-2024-IT -04
309b1a5a-64b6-4002-9fc6-8afbd6c1aed4,2025-01-06 14:36:00,Transport Authority,VEND-6750,Logistics,PROJ-2024-019,21320.81,Check,APPR-003,BC-2024-CON-00
7a27db69-87b1-48af-81d2-47d4feb71aa3,2025-01-06 14:39:00,Ministry of Health,VEND-9304,Office Supplies,PROJ-2024-007,2101.14,Check,APPR-009,BC-2024-SOF-05
26a43dda-5373-48fd-830a-43d02ee71873,2025-01-06 14:43:00,IT Services Division,VEND-4886,Office Supplies,PROJ-2024-001,3151.48,Corporate Card,APPR-006,BC-2024-CON-02
091ddd3b-029d-40d5-9dca-a8f9a4469434,2025-01-06 16:26:00,Ministry of Health,VEND-9304,Office Supplies,PROJ-2024-018,2412.1,Corporate Card,APPR-008,BC-2024-CON-02
2c742712-d2fe-4557-9da4-367b27832d0f,2025-01-06 16:33:00,Urban Development Board,VEND-8588,Logistics,PROJ-2024-014,18678.15,Check,APPR-009,BC-2024-CON-00
1a07b713-4e97-411b-9b17-20d36795707f,2025-01-06 17:36:00,Urban Development Board,VEND-2545,Software Licenses,PROJ-2024-001,20334.95,Check,APPR-004,BC-2024-CON-02
95823c09-accb-4fc2-a110-cf2e45be4746,2025-01-06 18:43:00,Dept of Public Works,VEND-4886,Office Supplies,PROJ-2024-012,819.36,Electronic Transfer,APPR-010,BC-2024-CON-02
363d2744-eef5-4799-9be9-d9f8fa8ecad7,2025-01-07 08:12:00,Transport Authority,VEND-4211,Medical Supplies,PROJ-2024-017,106939.58,Check,APPR-007,BC-2024-MED-01
c3888551-a087-4089-8f36-b789e5b37568,2025-01-07 08:20:00,Ministry of Health,VEND-6917,Medical Supplies,PROJ-2024-015,104089.52,Check,APPR-008,BC-2024-CON-02
