DEBUG: Project PROJ-010 | Count: 11 | Sum: 2554093.2900000005 | Threshold: 2000000
DEBUG: Project PROJ-060 | Count: 5 | Sum: 8113345.81 | Threshold: 2000000
DEBUG: Project PROJ-060 | Count: 4 | Sum: 3793032.92 | Threshold: 2000000
DEBUG: Project PROJ-063 | Count: 10 | Sum: 5178781.620000001 | Threshold: 2000000
DEBUG: Project PROJ-063 | Count: 9 | Sum: 5130705.03 | Threshold: 2000000
DEBUG: Project PROJ-063 | Count: 8 | Sum: 2665151.56 | Threshold: 2000000
DEBUG: Project PROJ-063 | Count: 7 | Sum: 2195882.9699999997 | Threshold: 2000000
DEBUG: Project PROJ-063 | Count: 6 | Sum: 1528086.33 | Threshold: 2000000
DEBUG: Project PROJ-063 | Count: 5 | Sum: 1501386.1400000001 | Threshold: 2000000
DEBUG: Project PROJ-063 | Count: 4 | Sum: 1345640.09 | Threshold: 2000000
DEBUG: Project PROJ-070 | Count: 11 | Sum: 12522187.340000002 | Threshold: 2000000
DEBUG: Project PROJ-070 | Count: 10 | Sum: 12485049.01 | Threshold: 2000000
DEBUG: Project PROJ-070 | Count: 9 | Sum: 10604782.040000001 | Threshold: 2000000
DEBUG: Project PROJ-070 | Count: 8 | Sum: 10126479.69 | Threshold: 2000000
DEBUG: Project PROJ-070 | Count: 7 | Sum: 7377921.97 | Threshold: 2000000
DEBUG: Project PROJ-070 | Count: 6 | Sum: 6996589.39 | Threshold: 2000000
DEBUG: Project PROJ-070 | Count: 5 | Sum: 6949236.55 | Threshold: 2000000
DEBUG: Project PROJ-070 | Count: 4 | Sum: 4022574.29 | Threshold: 2000000
DEBUG: Project PROJ-071 | Count: 14 | Sum: 3918319.36 | Threshold: 2000000
DEBUG: Project PROJ-071 | Count: 13 | Sum: 3502215.0599999996 | Threshold: 2000000
DEBUG: Project PROJ-071 | Count: 12 | Sum: 3293333.28 | Threshold: 2000000
DEBUG: Project PROJ-071 | Count: 11 | Sum: 3243652.86 | Threshold: 2000000
DEBUG: Project PROJ-071 | Count: 10 | Sum: 3030745.58 | Threshold: 2000000
DEBUG: Project PROJ-071 | Count: 9 | Sum: 3014565.5999999996 | Threshold: 2000000
DEBUG: Project PROJ-071 | Count: 8 | Sum: 1256641.5499999998 | Threshold: 2000000
DEBUG: Project PROJ-071 | Count: 7 | Sum: 1178768.52 | Threshold: 2000000
DEBUG: Project PROJ-071 | Count: 6 | Sum: 1138236.8599999999 | Threshold: 2000000
DEBUG: Project PROJ-071 | Count: 5 | Sum: 931251.13 | Threshold: 2000000
DEBUG: Project PROJ-071 | Count: 4 | Sum: 636741.32 | Threshold: 2000000
DEBUG: Project PROJ-073 | Count: 10 | Sum: 1323855.16 | Threshold: 2000000
DEBUG: Project PROJ-073 | Count: 9 | Sum: 1231166.7100000002 | Threshold: 2000000
DEBUG: Project PROJ-073 | Count: 8 | Sum: 987333.44 | Threshold: 2000000
DEBUG: Project PROJ-073 | Count: 7 | Sum: 976681.94 | Threshold: 2000000
DEBUG: Project PROJ-073 | Count: 6 | Sum: 950120.1499999999 | Threshold: 2000000
DEBUG: Project PROJ-073 | Count: 5 | Sum: 923440.9099999999 | Threshold: 2000000
DEBUG: Project PROJ-073 | Count: 4 | Sum: 586087.38 | Threshold: 2000000
DEBUG: Project PROJ-076 | Count: 17 | Sum: 16831459.36 | Threshold: 2000000
DEBUG: Project PROJ-076 | Count: 16 | Sum: 16814197.73 | Threshold: 2000000
DEBUG: Project PROJ-076 | Count: 15 | Sum: 16617974.16 | Threshold: 2000000
DEBUG: Project PROJ-076 | Count: 14 | Sum: 16328075.27 | Threshold: 2000000
DEBUG: Project PROJ-076 | Count: 13 | Sum: 16268508.15 | Threshold: 2000000
DEBUG: Project PROJ-076 | Count: 12 | Sum: 16239292.79 | Threshold: 2000000
DEBUG: Project PROJ-076 | Count: 11 | Sum: 15045140.92 | Threshold: 2000000
DEBUG: Project PROJ-076 | Count: 10 | Sum: 15029318.16 | Threshold: 2000000
DEBUG: Project PROJ-076 | Count: 9 | Sum: 14860902.969999999 | Threshold: 2000000
DEBUG: Project PROJ-076 | Count: 8 | Sum: 11985644.4 | Threshold: 2000000
DEBUG: Project PROJ-076 | Count: 7 | Sum: 9702731.28 | Threshold: 2000000
DEBUG: Project PROJ-076 | Count: 6 | Sum: 9311226.52 | Threshold: 2000000
DEBUG: Project PROJ-076 | Count: 5 | Sum: 5131989.829999999 | Threshold: 2000000
DEBUG: Project PROJ-076 | Count: 4 | Sum: 4939031.79 | Threshold: 2000000
DEBUG: Project PROJ-078 | Count: 5 | Sum: 2896142.24 | Threshold: 2000000
DEBUG: Project PROJ-078 | Count: 4 | Sum: 2761434.48 | Threshold: 2000000
DEBUG: Project PROJ-081 | Count: 4 | Sum: 5002374.630000001 | Threshold: 2000000
DEBUG: Project PROJ-081 | Count: 4 | Sum: 5240132.430000001 | Threshold: 2000000
DEBUG: Project PROJ-086 | Count: 17 | Sum: 18498170.540000003 | Threshold: 2000000
DEBUG: Project PROJ-086 | Count: 16 | Sum: 18037022.52 | Threshold: 2000000
DEBUG: Project PROJ-086 | Count: 15 | Sum: 18016559.32 | Threshold: 2000000
DEBUG: Project PROJ-086 | Count: 14 | Sum: 15911412.120000001 | Threshold: 2000000
DEBUG: Project PROJ-086 | Count: 13 | Sum: 15608077.059999999 | Threshold: 2000000
DEBUG: Project PROJ-086 | Count: 12 | Sum: 15373085.71 | Threshold: 2000000
DEBUG: Project PROJ-086 | Count: 11 | Sum: 15311555.3 | Threshold: 2000000
DEBUG: Project PROJ-086 | Count: 10 | Sum: 15280263.82 | Threshold: 2000000
DEBUG: Project PROJ-086 | Count: 9 | Sum: 14790383.64 | Threshold: 2000000
DEBUG: Project PROJ-086 | Count: 8 | Sum: 14311556.02 | Threshold: 2000000
DEBUG: Project PROJ-086 | Count: 7 | Sum: 10589226.05 | Threshold: 2000000
DEBUG: Project PROJ-086 | Count: 6 | Sum: 10542166.219999999 | Threshold: 2000000
DEBUG: Project PROJ-086 | Count: 5 | Sum: 10240050.7 | Threshold: 2000000
DEBUG: Project PROJ-086 | Count: 4 | Sum: 9741942.469999999 | Threshold: 2000000
DEBUG: Project PROJ-089 | Count: 9 | Sum: 9113140.72 | Threshold: 2000000
DEBUG: Project PROJ-089 | Count: 8 | Sum: 8632104.97 | Threshold: 2000000
DEBUG: Project PROJ-089 | Count: 7 | Sum: 5689509.469999999 | Threshold: 2000000
DEBUG: Project PROJ-089 | Count: 6 | Sum: 5436000.52 | Threshold: 2000000
DEBUG: Project PROJ-089 | Count: 5 | Sum: 5344527.77 | Threshold: 2000000
DEBUG: Project PROJ-089 | Count: 4 | Sum: 5311971.839999999 | Threshold: 2000000
DEBUG: Project PROJ-092 | Count: 4 | Sum: 2249965.91 | Threshold: 2000000
DEBUG: Project PROJ-098 | Count: 6 | Sum: 315473.42000000004 | Threshold: 2000000
DEBUG: Project PROJ-098 | Count: 5 | Sum: 290822.58999999997 | Threshold: 2000000
DEBUG: Project PROJ-098 | Count: 4 | Sum: 220118.55999999997 | Threshold: 2000000
DEBUG: Project PROJ-100 | Count: 5 | Sum: 5827284.78 | Threshold: 2000000
DEBUG: Project PROJ-100 | Count: 4 | Sum: 5796850.01 | Threshold: 2000000
DEBUG: Project PROJ-101 | Count: 20 | Sum: 8642862.4 | Threshold: 2000000
DEBUG: Project PROJ-101 | Count: 19 | Sum: 8190490.280000001 | Threshold: 2000000
DEBUG: Project PROJ-101 | Count: 18 | Sum: 8010770.99 | Threshold: 2000000
DEBUG: Project PROJ-101 | Count: 17 | Sum: 7651306.48 | Threshold: 2000000
DEBUG: Project PROJ-101 | Count: 16 | Sum: 7639400.140000001 | Threshold: 2000000
DEBUG: Project PROJ-101 | Count: 15 | Sum: 7628126.07 | Threshold: 2000000
DEBUG: Project PROJ-101 | Count: 14 | Sum: 7615665.9399999995 | Threshold: 2000000
DEBUG: Project PROJ-101 | Count: 13 | Sum: 7567047.74 | Threshold: 2000000
DEBUG: Project PROJ-101 | Count: 12 | Sum: 7124042.26 | Threshold: 2000000
DEBUG: Project PROJ-101 | Count: 11 | Sum: 7079910.960000001 | Threshold: 2000000
DEBUG: Project PROJ-101 | Count: 10 | Sum: 5548265.46 | Threshold: 2000000
DEBUG: Project PROJ-101 | Count: 9 | Sum: 5328594.03 | Threshold: 2000000
DEBUG: Project PROJ-101 | Count: 8 | Sum: 5291707.53 | Threshold: 2000000
DEBUG: Project PROJ-101 | Count: 7 | Sum: 5140199.13 | Threshold: 2000000
DEBUG: Project PROJ-101 | Count: 6 | Sum: 4800686.3100000005 | Threshold: 2000000
DEBUG: Project PROJ-101 | Count: 5 | Sum: 4751409.38 | Threshold: 2000000
DEBUG: Project PROJ-101 | Count: 4 | Sum: 4317051.89 | Threshold: 2000000
DEBUG: Project PROJ-104 | Count: 16 | Sum: 9275839.370000001 | Threshold: 2000000
DEBUG: Project PROJ-104 | Count: 15 | Sum: 9231339.32 | Threshold: 2000000
DEBUG: Project PROJ-104 | Count: 14 | Sum: 9223906.13 | Threshold: 2000000
DEBUG: Project PROJ-104 | Count: 13 | Sum: 8994636.43 | Threshold: 2000000
DEBUG: Project PROJ-104 | Count: 12 | Sum: 8947907.01 | Threshold: 2000000
DEBUG: Project PROJ-104 | Count: 11 | Sum: 8836207.229999999 | Threshold: 2000000
DEBUG: Project PROJ-104 | Count: 10 | Sum: 8489946.99 | Threshold: 2000000
DEBUG: Project PROJ-104 | Count: 9 | Sum: 8446340.41 | Threshold: 2000000
DEBUG: Project PROJ-104 | Count: 8 | Sum: 8406744.61 | Threshold: 2000000
DEBUG: Project PROJ-104 | Count: 7 | Sum: 7987490.88 | Threshold: 2000000
DEBUG: Project PROJ-104 | Count: 6 | Sum: 7929468.47 | Threshold: 2000000
DEBUG: Project PROJ-104 | Count: 5 | Sum: 7659971.069999999 | Threshold: 2000000
DEBUG: Project PROJ-104 | Count: 4 | Sum: 4383453.46 | Threshold: 2000000
DEBUG: Project PROJ-116 | Count: 8 | Sum: 5085784.390000001 | Threshold: 2000000
DEBUG: Project PROJ-116 | Count: 7 | Sum: 2565152.06 | Threshold: 2000000
DEBUG: Project PROJ-116 | Count: 6 | Sum: 2543337.5 | Threshold: 2000000
DEBUG: Project PROJ-116 | Count: 5 | Sum: 974206.9099999999 | Threshold: 2000000
DEBUG: Project PROJ-116 | Count: 4 | Sum: 675737.9299999999 | Threshold: 2000000
DEBUG: Project PROJ-125 | Count: 13 | Sum: 7337442.74 | Threshold: 2000000
DEBUG: Project PROJ-125 | Count: 12 | Sum: 6875589.73 | Threshold: 2000000
DEBUG: Project PROJ-125 | Count: 11 | Sum: 6859053.0600000005 | Threshold: 2000000
DEBUG: Project PROJ-125 | Count: 10 | Sum: 6698469.680000001 | Threshold: 2000000
DEBUG: Project PROJ-125 | Count: 9 | Sum: 4896891.5200000005 | Threshold: 2000000
DEBUG: Project PROJ-125 | Count: 8 | Sum: 1835435.8 | Threshold: 2000000
DEBUG: Project PROJ-125 | Count: 7 | Sum: 1398139.76 | Threshold: 2000000
DEBUG: Project PROJ-125 | Count: 6 | Sum: 1125345.69 | Threshold: 2000000
DEBUG: Project PROJ-125 | Count: 5 | Sum: 796421.33 | Threshold: 2000000
DEBUG: Project PROJ-125 | Count: 4 | Sum: 565703.2699999999 | Threshold: 2000000
DEBUG: Project PROJ-134 | Count: 17 | Sum: 7974777.680000002 | Threshold: 2000000
DEBUG: Project PROJ-134 | Count: 16 | Sum: 4628434.500000001 | Threshold: 2000000
DEBUG: Project PROJ-134 | Count: 15 | Sum: 4418854.440000001 | Threshold: 2000000
DEBUG: Project PROJ-134 | Count: 14 | Sum: 4395856.620000001 | Threshold: 2000000
DEBUG: Project PROJ-134 | Count: 13 | Sum: 4320047.830000001 | Threshold: 2000000
DEBUG: Project PROJ-134 | Count: 12 | Sum: 1811341.2899999998 | Threshold: 2000000
DEBUG: Project PROJ-134 | Count: 11 | Sum: 1779516.2599999998 | Threshold: 2000000
DEBUG: Project PROJ-134 | Count: 10 | Sum: 1731981.39 | Threshold: 2000000
DEBUG: Project PROJ-134 | Count: 9 | Sum: 1705272.4 | Threshold: 2000000
DEBUG: Project PROJ-134 | Count: 8 | Sum: 1622818.7799999998 | Threshold: 2000000
DEBUG: Project PROJ-134 | Count: 7 | Sum: 1510213.92 | Threshold: 2000000
DEBUG: Project PROJ-134 | Count: 6 | Sum: 1496018.53 | Threshold: 2000000
DEBUG: Project PROJ-134 | Count: 5 | Sum: 1014258.3700000001 | Threshold: 2000000
DEBUG: Project PROJ-134 | Count: 4 | Sum: 1006649.29 | Threshold: 2000000
DEBUG: Project PROJ-148 | Count: 18 | Sum: 5358040.0 | Threshold: 2000000
DEBUG: Project PROJ-148 | Count: 17 | Sum: 5334195.57 | Threshold: 2000000
DEBUG: Project PROJ-148 | Count: 16 | Sum: 5059782.93 | Threshold: 2000000
DEBUG: Project PROJ-148 | Count: 15 | Sum: 4906670.42 | Threshold: 2000000
DEBUG: Project PROJ-148 | Count: 14 | Sum: 4852299.15 | Threshold: 2000000
DEBUG: Project PROJ-148 | Count: 13 | Sum: 4801650.379999999 | Threshold: 2000000
DEBUG: Project PROJ-148 | Count: 12 | Sum: 4792749.479999999 | Threshold: 2000000
DEBUG: Project PROJ-148 | Count: 11 | Sum: 4685464.93 | Threshold: 2000000
DEBUG: Project PROJ-148 | Count: 10 | Sum: 4390189.449999999 | Threshold: 2000000
DEBUG: Project PROJ-148 | Count: 9 | Sum: 1834430.1500000001 | Threshold: 2000000
DEBUG: Project PROJ-148 | Count: 8 | Sum: 1352978.56 | Threshold: 2000000
DEBUG: Project PROJ-148 | Count: 7 | Sum: 858002.49 | Threshold: 2000000
DEBUG: Project PROJ-148 | Count: 6 | Sum: 784977.65 | Threshold: 2000000
DEBUG: Project PROJ-148 | Count: 5 | Sum: 430005.33999999997 | Threshold: 2000000
DEBUG: Project PROJ-148 | Count: 4 | Sum: 400063.14 | Threshold: 2000000
DEBUG: Project PROJ-154 | Count: 12 | Sum: 11470694.519999998 | Threshold: 2000000
DEBUG: Project PROJ-154 | Count: 11 | Sum: 11031351.559999999 | Threshold: 2000000
DEBUG: Project PROJ-154 | Count: 10 | Sum: 10717737.339999998 | Threshold: 2000000
DEBUG: Project PROJ-154 | Count: 9 | Sum: 7076704.410000001 | Threshold: 2000000
DEBUG: Project PROJ-154 | Count: 8 | Sum: 6278273.100000001 | Threshold: 2000000
DEBUG: Project PROJ-154 | Count: 7 | Sum: 2136707.6 | Threshold: 2000000
DEBUG: Project PROJ-154 | Count: 6 | Sum: 2033410.94 | Threshold: 2000000
DEBUG: Project PROJ-154 | Count: 5 | Sum: 998246.8200000001 | Threshold: 2000000
DEBUG: Project PROJ-154 | Count: 4 | Sum: 968169.55 | Threshold: 2000000
DEBUG: Project PROJ-159 | Count: 18 | Sum: 9472894.520000001 | Threshold: 2000000
DEBUG: Project PROJ-159 | Count: 17 | Sum: 7282353.2 | Threshold: 2000000
DEBUG: Project PROJ-159 | Count: 16 | Sum: 7246584.62 | Threshold: 2000000
DEBUG: Project PROJ-159 | Count: 15 | Sum: 7210472.15 | Threshold: 2000000
DEBUG: Project PROJ-159 | Count: 14 | Sum: 7164033.75 | Threshold: 2000000
DEBUG: Project PROJ-159 | Count: 13 | Sum: 7120964.96 | Threshold: 2000000
DEBUG: Project PROJ-159 | Count: 12 | Sum: 3146711.05 | Threshold: 2000000
DEBUG: Project PROJ-159 | Count: 11 | Sum: 2890364.5 | Threshold: 2000000
DEBUG: Project PROJ-159 | Count: 10 | Sum: 2854322.92 | Threshold: 2000000
DEBUG: Project PROJ-159 | Count: 9 | Sum: 2805175.7399999993 | Threshold: 2000000
DEBUG: Project PROJ-159 | Count: 8 | Sum: 2767385.0 | Threshold: 2000000
DEBUG: Project PROJ-159 | Count: 7 | Sum: 1246124.67 | Threshold: 2000000
DEBUG: Project PROJ-159 | Count: 6 | Sum: 1058729.0299999998 | Threshold: 2000000
DEBUG: Project PROJ-159 | Count: 5 | Sum: 1009168.63 | Threshold: 2000000
DEBUG: Project PROJ-159 | Count: 4 | Sum: 544136.83 | Threshold: 2000000
DEBUG: Project PROJ-162 | Count: 14 | Sum: 12456040.640000002 | Threshold: 2000000
DEBUG: Project PROJ-162 | Count: 13 | Sum: 7772711.669999999 | Threshold: 2000000
DEBUG: Project PROJ-162 | Count: 12 | Sum: 7604826.109999999 | Threshold: 2000000
DEBUG: Project PROJ-162 | Count: 11 | Sum: 7296145.089999999 | Threshold: 2000000
DEBUG: Project PROJ-162 | Count: 10 | Sum: 6864750.359999999 | Threshold: 2000000
DEBUG: Project PROJ-162 | Count: 9 | Sum: 6849053.539999999 | Threshold: 2000000
DEBUG: Project PROJ-162 | Count: 8 | Sum: 5188129.41 | Threshold: 2000000
DEBUG: Project PROJ-162 | Count: 7 | Sum: 5157524.79 | Threshold: 2000000
DEBUG: Project PROJ-162 | Count: 6 | Sum: 5077758.26 | Threshold: 2000000
DEBUG: Project PROJ-162 | Count: 5 | Sum: 4781620.36 | Threshold: 2000000
DEBUG: Project PROJ-162 | Count: 4 | Sum: 4316046.71 | Threshold: 2000000
DEBUG: Project PROJ-164 | Count: 20 | Sum: 10614864.290000001 | Threshold: 2000000
DEBUG: Project PROJ-164 | Count: 19 | Sum: 10582218.760000002 | Threshold: 2000000
DEBUG: Project PROJ-164 | Count: 18 | Sum: 10429633.340000002 | Threshold: 2000000
DEBUG: Project PROJ-164 | Count: 17 | Sum: 10133077.05 | Threshold: 2000000
DEBUG: Project PROJ-164 | Count: 16 | Sum: 10105008.64 | Threshold: 2000000
DEBUG: Project PROJ-164 | Count: 15 | Sum: 9845257.420000002 | Threshold: 2000000
DEBUG: Project PROJ-164 | Count: 14 | Sum: 9697964.14 | Threshold: 2000000
DEBUG: Project PROJ-164 | Count: 13 | Sum: 9530729.250000002 | Threshold: 2000000
DEBUG: Project PROJ-164 | Count: 12 | Sum: 9218271.420000002 | Threshold: 2000000
DEBUG: Project PROJ-164 | Count: 11 | Sum: 8719303.73 | Threshold: 2000000
DEBUG: Project PROJ-164 | Count: 10 | Sum: 4292011.859999999 | Threshold: 2000000
DEBUG: Project PROJ-164 | Count: 9 | Sum: 4090874.0900000003 | Threshold: 2000000
DEBUG: Project PROJ-164 | Count: 8 | Sum: 3779744.0200000005 | Threshold: 2000000
DEBUG: Project PROJ-164 | Count: 7 | Sum: 3564251.3000000003 | Threshold: 2000000
DEBUG: Project PROJ-164 | Count: 6 | Sum: 3302247.6500000004 | Threshold: 2000000
DEBUG: Project PROJ-164 | Count: 5 | Sum: 3227538.98 | Threshold: 2000000
DEBUG: Project PROJ-164 | Count: 4 | Sum: 2936287.14 | Threshold: 2000000
DEBUG: Project PROJ-166 | Count: 6 | Sum: 3405432.63 | Threshold: 2000000
DEBUG: Project PROJ-166 | Count: 5 | Sum: 3318806.36 | Threshold: 2000000
DEBUG: Project PROJ-166 | Count: 4 | Sum: 419061.82 | Threshold: 2000000
DEBUG: Project PROJ-181 | Count: 7 | Sum: 8571998.030000001 | Threshold: 2000000
DEBUG: Project PROJ-181 | Count: 6 | Sum: 8313398.840000001 | Threshold: 2000000
DEBUG: Project PROJ-181 | Count: 5 | Sum: 7893100.380000001 | Threshold: 2000000
DEBUG: Project PROJ-181 | Count: 4 | Sum: 5812910.010000001 | Threshold: 2000000
DEBUG: Project PROJ-185 | Count: 5 | Sum: 5348723.550000001 | Threshold: 2000000
DEBUG: Project PROJ-185 | Count: 4 | Sum: 1392503.47 | Threshold: 2000000
DEBUG: Project PROJ-196 | Count: 7 | Sum: 2902801.8200000003 | Threshold: 2000000
DEBUG: Project PROJ-196 | Count: 6 | Sum: 282346.56 | Threshold: 2000000
DEBUG: Project PROJ-196 | Count: 5 | Sum: 267420.07 | Threshold: 2000000
DEBUG: Project PROJ-196 | Count: 4 | Sum: 42643.840000000004 | Threshold: 2000000
DEBUG: Project PROJ-207 | Count: 15 | Sum: 11153361.51 | Threshold: 2000000
DEBUG: Project PROJ-207 | Count: 14 | Sum: 11104092.85 | Threshold: 2000000
DEBUG: Project PROJ-207 | Count: 13 | Sum: 10610176.709999999 | Threshold: 2000000
DEBUG: Project PROJ-207 | Count: 12 | Sum: 10600944.03 | Threshold: 2000000
DEBUG: Project PROJ-207 | Count: 11 | Sum: 10565042.42 | Threshold: 2000000
DEBUG: Project PROJ-207 | Count: 10 | Sum: 10183038.72 | Threshold: 2000000
DEBUG: Project PROJ-207 | Count: 9 | Sum: 9762299.99 | Threshold: 2000000
DEBUG: Project PROJ-207 | Count: 8 | Sum: 9742012.290000001 | Threshold: 2000000
DEBUG: Project PROJ-207 | Count: 7 | Sum: 9731863.639999999 | Threshold: 2000000
DEBUG: Project PROJ-207 | Count: 6 | Sum: 5353375.620000001 | Threshold: 2000000
DEBUG: Project PROJ-207 | Count: 5 | Sum: 707042.08 | Threshold: 2000000
DEBUG: Project PROJ-207 | Count: 4 | Sum: 683980.66 | Threshold: 2000000
DEBUG: Project PROJ-213 | Count: 19 | Sum: 10385289.66 | Threshold: 2000000
DEBUG: Project PROJ-213 | Count: 18 | Sum: 9911997.62 | Threshold: 2000000
DEBUG: Project PROJ-213 | Count: 17 | Sum: 9667612.41 | Threshold: 2000000
DEBUG: Project PROJ-213 | Count: 16 | Sum: 9381668.22 | Threshold: 2000000
DEBUG: Project PROJ-213 | Count: 15 | Sum: 9211812.08 | Threshold: 2000000
DEBUG: Project PROJ-213 | Count: 14 | Sum: 9109839.25 | Threshold: 2000000
DEBUG: Project PROJ-213 | Count: 13 | Sum: 9068050.43 | Threshold: 2000000
DEBUG: Project PROJ-213 | Count: 12 | Sum: 5375477.1899999995 | Threshold: 2000000
DEBUG: Project PROJ-213 | Count: 11 | Sum: 5308869.68 | Threshold: 2000000
DEBUG: Project PROJ-213 | Count: 10 | Sum: 5266147.199999999 | Threshold: 2000000
DEBUG: Project PROJ-213 | Count: 9 | Sum: 1255108.04 | Threshold: 2000000
DEBUG: Project PROJ-213 | Count: 8 | Sum: 1162195.1 | Threshold: 2000000
DEBUG: Project PROJ-213 | Count: 7 | Sum: 1136925.25 | Threshold: 2000000
DEBUG: Project PROJ-213 | Count: 6 | Sum: 1127314.74 | Threshold: 2000000
DEBUG: Project PROJ-213 | Count: 5 | Sum: 829232.74 | Threshold: 2000000
DEBUG: Project PROJ-213 | Count: 4 | Sum: 802285.4 | Threshold: 2000000
DEBUG: Project PROJ-217 | Count: 4 | Sum: 8516593.22 | Threshold: 2000000
DEBUG: Project PROJ-220 | Count: 12 | Sum: 6348120.589999999 | Threshold: 2000000
DEBUG: Project PROJ-220 | Count: 11 | Sum: 3087854.8500000006 | Threshold: 2000000
DEBUG: Project PROJ-220 | Count: 10 | Sum: 1393965.6300000001 | Threshold: 2000000
