transaction_id,timestamp,department_id,vendor_id,vendor_category,amount,payment_method,description,approver_id,budget_code,project_id
TX-00032,2025-11-22T06:40:00,DEPT-HEALTH-AIIMS,VEN-081,Civil Works,33349.23,UPI,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-08,BUD-2082,PROJ-010
TX-00033,2025-05-09T14:08:00,DEPT-CPWD,VEN-012,Medical Supplies,69549.65,UPI,Standard procurement for DEPT-CPWD,OFFICER-00,BUD-8278,PROJ-012
TX-00034,2025-05-07T01:03:00,DEPT-CPWD,VEN-090,IT Hardware,108013.78,NEFT,Standard procurement for DEPT-CPWD,OFFICER-02,BUD-1481,PROJ-001
TX-00035,2025-11-18T20:02:00,DEPT-HEALTH-AIIMS,VEN-050,Medical Supplies,126444.24,NEFT,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-09,BUD-4022,PROJ-005
TX-00036,2025-08-27T12:14:00,DEPT-HEALTH-AIIMS,VEN-000,Manpower,147278.05,NEFT,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-01,BUD-2238,PROJ-014
TX-00037,2025-11-17T15:28:00,DEPT-CPWD,VEN-047,Medical Supplies,6414.54,NEFT,Standard procurement for DEPT-CPWD,OFFICER-00,BUD-3794,PROJ-020
TX-00038,2025-05-13T01:58:00,DEPT-CPWD,VEN-027,Consultancy,14151.95,NEFT,Standard procurement for DEPT-CPWD,OFFICER-09,BUD-4642,PROJ-015
TX-00039,2025-08-16T03:21:00,DEPT-NHAI,VEN-009,Civil Works,84557.04,NEFT,Standard procurement for DEPT-NHAI,OFFICER-04,BUD-8879,PROJ-020
TX-00040,2025-08-11T15:48:00,DEPT-CPWD,VEN-028,IT Hardware,153716.74,NEFT,Standard procurement for DEPT-CPWD,OFFICER-04,BUD-8809,PROJ-016
TX-00041,2025-05-06T07:41:00,DEPT-EDU-DELHI,VEN-064,Medical Supplies,148295.21,RTGS,Standard procurement for DEPT-EDU-DELHI,OFFICER-01,BUD-3055,PROJ-017
TX-00042,2025-05-29T09:18:00,DEPT-EDU-DELHI,VEN-091,Civil Works,190625.98,UPI,Standard procurement for DEPT-EDU-DELHI,OFFICER-06,BUD-4342,PROJ-036
TX-00043,2025-11-07T16:15:00,DEPT-RAIL,VEN-016,Medical Supplies,134447.16,NEFT,Standard procurement for DEPT-RAIL,OFFICER-07,BUD-3615,PROJ-037
TX-00044,2025-02-13T08:24:00,DEPT-NHAI,VEN-043,Manpower,93827.3,UPI,Standard procurement for DEPT-NHAI,OFFICER-00,BUD-3835,PROJ-010
TX-00045,2025-08-09T03:45:00,DEPT-RAIL,VEN-058,IT Hardware,71016.67,NEFT,Standard procurement for DEPT-RAIL,OFFICER-07,BUD-2601,PROJ-004
TX-00046,2025-02-25T21:34:00,DEPT-NHAI,VEN-019,IT Hardware,35175.74,RTGS,Standard procurement for DEPT-NHAI,OFFICER-06,BUD-4374,PROJ-009
TX-00047,2025-02-09T05:49:00,DEPT-RAIL,VEN-025,Consultancy,130427.26,RTGS,Standard procurement for DEPT-RAIL,OFFICER-09,BUD-7563,PROJ-013
TX-00048,2025-09-01T02:31:00,DEPT-HEALTH-AIIMS,VEN-031,IT Hardware,140870.6,RTGS,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-02,BUD-2430,PROJ-011
TX-00049,2025-12-28T01:02:00,DEPT-HEALTH-AIIMS,VEN-023,Manpower,41809.6,UPI,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-04,BUD-4913,PROJ-035
TX-00050,2025-10-14T16:25:00,DEPT-CPWD,VEN-090,Consultancy,86669.8,UPI,Standard procurement for DEPT-CPWD,OFFICER-05,BUD-3868,PROJ-045
TX-00051,2025-11-14T17:32:00,DEPT-NHAI,VEN-097,Civil Works,124215.67,NEFT,Standard procurement for DEPT-NHAI,OFFICER-05,BUD-5916,PROJ-039
TX-00052,2025-02-16T20:49:00,DEPT-CPWD,VEN-026,Civil Works,85115.12,UPI,Standard procurement for DEPT-CPWD,OFFICER-00,BUD-8392,PROJ-034
TX-00053,2025-01-14T03:42:00,DEPT-EDU-DELHI,VEN-044,Medical Supplies,176551.03,UPI,Standard procurement for DEPT-EDU-DELHI,OFFICER-06,BUD-8182,PROJ-019
TX-00054,2025-07-18T09:19:00,DEPT-EDU-DELHI,VEN-074,Manpower,183707.37,UPI,Standard procurement for DEPT-EDU-DELHI,OFFICER-06,BUD-8766,PROJ-013
TX-00055,2025-02-10T09:27:00,DEPT-CPWD,VEN-072,IT Hardware,113259.96,UPI,Standard procurement for DEPT-CPWD,OFFICER-07,BUD-6192,PROJ-031
TX-00056,2025-01-29T13:54:00,DEPT-HEALTH-AIIMS,VEN-086,Civil Works,6611.18,UPI,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-00,BUD-1470,PROJ-005
TX-00057,2025-06-20T23:40:00,DEPT-HEALTH-AIIMS,VEN-059,Consultancy,144206.85,RTGS,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-01,BUD-9877,PROJ-003
TX-00058,2025-10-14T17:05:00,DEPT-HEALTH-AIIMS,VEN-070,Civil Works,120703.73,UPI,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-07,BUD-5302,PROJ-008
TX-00059,2025-10-09T11:53:00,DEPT-RAIL,VEN-058,Manpower,142936.89,NEFT,Standard procurement for DEPT-RAIL,OFFICER-00,BUD-1910,PROJ-023
TX-00060,2025-09-29T01:29:00,DEPT-CPWD,VEN-089,Civil Works,86382.45,NEFT,Standard procurement for DEPT-CPWD,OFFICER-00,BUD-3715,PROJ-046
TX-00061,2025-11-13T10:03:00,DEPT-NHAI,VEN-004,IT Hardware,184017.74,UPI,Standard procurement for DEPT-NHAI,OFFICER-02,BUD-7343,PROJ-016
TX-00062,2025-07-11T19:54:00,DEPT-RAIL,VEN-003,Consultancy,34153.87,NEFT,Standard procurement for DEPT-RAIL,OFFICER-09,BUD-9338,PROJ-002
TX-00063,2025-05-15T20:50:00,DEPT-CPWD,VEN-032,Medical Supplies,94070.98,UPI,Standard procurement for DEPT-CPWD,OFFICER-00,BUD-5373,PROJ-032
TX-00064,2025-05-23T23:24:00,DEPT-HEALTH-AIIMS,VEN-049,Consultancy,49221.4,NEFT,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-08,BUD-9409,PROJ-023
TX-00065,2025-08-21T20:09:00,DEPT-CPWD,VEN-082,IT Hardware,83010.34,NEFT,Standard procurement for DEPT-CPWD,OFFICER-08,BUD-7120,PROJ-031
TX-00066,2025-10-22T20:59:00,DEPT-RAIL,VEN-084,Civil Works,132575.68,UPI,Standard procurement for DEPT-RAIL,OFFICER-04,BUD-1770,PROJ-013
TX-00067,2025-09-24T08:04:00,DEPT-NHAI,VEN-000,Civil Works,127971.71,RTGS,Standard procurement for DEPT-NHAI,OFFICER-01,BUD-5240,PROJ-022
TX-00068,2025-04-26T18:43:00,DEPT-NHAI,VEN-001,IT Hardware,128656.22,RTGS,Standard procurement for DEPT-NHAI,OFFICER-04,BUD-8724,PROJ-045
TX-00069,2025-01-14T21:00:00,DEPT-HEALTH-AIIMS,VEN-031,Manpower,187208.28,NEFT,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-01,BUD-7100,PROJ-010
TX-00070,2025-05-25T02:22:00,DEPT-RAIL,VEN-049,Civil Works,53269.94,NEFT,Standard procurement for DEPT-RAIL,OFFICER-02,BUD-2499,PROJ-022
TX-00071,2025-08-12T09:08:00,DEPT-EDU-DELHI,VEN-021,Consultancy,23442.83,RTGS,Standard procurement for DEPT-EDU-DELHI,OFFICER-06,BUD-5516,PROJ-048
TX-00072,2025-06-03T12:17:00,DEPT-EDU-DELHI,VEN-034,Medical Supplies,162687.14,RTGS,Standard procurement for DEPT-EDU-DELHI,OFFICER-05,BUD-8727,PROJ-025
TX-00073,2025-02-17T13:53:00,DEPT-HEALTH-AIIMS,VEN-048,Civil Works,25348.59,RTGS,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-00,BUD-5347,PROJ-026
TX-00074,2025-10-06T19:56:00,DEPT-CPWD,VEN-071,Civil Works,6188.11,RTGS,Standard procurement for DEPT-CPWD,OFFICER-08,BUD-6719,PROJ-016
TX-00075,2025-01-28T12:49:00,DEPT-HEALTH-AIIMS,VEN-030,Medical Supplies,159521.78,UPI,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-02,BUD-4786,PROJ-027
TX-00076,2025-03-16T17:45:00,DEPT-EDU-DELHI,VEN-081,Medical Supplies,196619.84,NEFT,Standard procurement for DEPT-EDU-DELHI,OFFICER-06,BUD-5372,PROJ-049
TX-00077,2025-04-25T21:45:00,DEPT-EDU-DELHI,VEN-005,Civil Works,53999.4,RTGS,Standard procurement for DEPT-EDU-DELHI,OFFICER-09,BUD-8060,PROJ-001
TX-00078,2025-08-21T22:35:00,DEPT-EDU-DELHI,VEN-064,Consultancy,144551.82,UPI,Standard procurement for DEPT-EDU-DELHI,OFFICER-01,BUD-5330,PROJ-005
TX-00079,2025-08-28T14:40:00,DEPT-CPWD,VEN-030,IT Hardware,113042.35,RTGS,Standard procurement for DEPT-CPWD,OFFICER-04,BUD-9224,PROJ-003
TX-00080,2025-04-06T18:11:00,DEPT-HEALTH-AIIMS,VEN-024,IT Hardware,59303.09,UPI,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-04,BUD-1037,PROJ-010
TX-00081,2025-09-30T10:20:00,DEPT-NHAI,VEN-085,Consultancy,87958.62,NEFT,Standard procurement for DEPT-NHAI,OFFICER-05,BUD-8929,PROJ-005
TX-00082,2025-12-16T16:11:00,DEPT-HEALTH-AIIMS,VEN-023,Civil Works,64332.34,RTGS,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-05,BUD-7859,PROJ-041
TX-00083,2025-11-19T04:19:00,DEPT-CPWD,VEN-015,Manpower,192895.69,RTGS,Standard procurement for DEPT-CPWD,OFFICER-05,BUD-4448,PROJ-044
TX-00084,2025-10-03T23:03:00,DEPT-NHAI,VEN-039,Medical Supplies,168948.13,RTGS,Standard procurement for DEPT-NHAI,OFFICER-02,BUD-6217,PROJ-008
TX-00085,2025-04-07T01:08:00,DEPT-EDU-DELHI,VEN-002,Consultancy,21918.83,RTGS,Standard procurement for DEPT-EDU-DELHI,OFFICER-07,BUD-8709,PROJ-024
TX-00086,2025-11-04T17:42:00,DEPT-CPWD,VEN-070,IT Hardware,9856.05,UPI,Standard procurement for DEPT-CPWD,OFFICER-08,BUD-5274,PROJ-046
TX-00087,2025-06-10T22:43:00,DEPT-RAIL,VEN-030,IT Hardware,5338.94,NEFT,Standard procurement for DEPT-RAIL,OFFICER-06,BUD-4432,PROJ-002
TX-00088,2025-02-10T01:29:00,DEPT-HEALTH-AIIMS,VEN-036,Civil Works,66463.89,NEFT,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-08,BUD-6305,PROJ-034
TX-00089,2025-01-22T05:42:00,DEPT-HEALTH-AIIMS,VEN-050,Civil Works,104023.78,UPI,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-08,BUD-3806,PROJ-017
TX-00090,2025-06-11T08:28:00,DEPT-CPWD,VEN-038,Consultancy,41352.17,NEFT,Standard procurement for DEPT-CPWD,OFFICER-03,BUD-7017,PROJ-009
TX-00091,2025-12-28T08:38:00,DEPT-CPWD,VEN-092,Consultancy,167517.55,RTGS,Standard procurement for DEPT-CPWD,OFFICER-06,BUD-6315,PROJ-009
TX-00092,2025-02-22T04:16:00,DEPT-NHAI,VEN-002,Manpower,136350.06,NEFT,Standard procurement for DEPT-NHAI,OFFICER-02,BUD-2152,PROJ-003
TX-00093,2025-07-25T01:17:00,DEPT-RAIL,VEN-088,IT Hardware,4825.86,UPI,Standard procurement for DEPT-RAIL,OFFICER-07,BUD-2003,PROJ-007
TX-00094,2025-08-30T10:31:00,DEPT-NHAI,VEN-006,IT Hardware,124799.2,RTGS,Standard procurement for DEPT-NHAI,OFFICER-00,BUD-6630,PROJ-028
TX-00095,2025-07-06T09:54:00,DEPT-RAIL,VEN-075,IT Hardware,177264.72,NEFT,Standard procurement for DEPT-RAIL,OFFICER-06,BUD-9768,PROJ-003
TX-00096,2025-06-23T15:10:00,DEPT-EDU-DELHI,VEN-090,IT Hardware,166825.53,RTGS,Standard procurement for DEPT-EDU-DELHI,OFFICER-04,BUD-4011,PROJ-027
TX-00097,2025-06-03T08:47:00,DEPT-CPWD,VEN-045,Civil Works,168450.34,NEFT,Standard procurement for DEPT-CPWD,OFFICER-03,BUD-4694,PROJ-024
TX-00098,2025-07-10T15:30:00,DEPT-EDU-DELHI,VEN-096,Civil Works,81076.3,RTGS,Standard procurement for DEPT-EDU-DELHI,OFFICER-00,BUD-8607,PROJ-004
TX-00099,2025-04-22T19:41:00,DEPT-RAIL,VEN-058,Consultancy,87232.31,RTGS,Standard procurement for DEPT-RAIL,OFFICER-00,BUD-4508,PROJ-045
TX-00100,2025-12-05T16:58:00,DEPT-HEALTH-AIIMS,VEN-087,Manpower,88892.75,RTGS,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-07,BUD-3650,PROJ-015
TX-00101,2025-03-22T01:23:00,DEPT-CPWD,VEN-007,Manpower,31596.34,UPI,Standard procurement for DEPT-CPWD,OFFICER-07,BUD-3988,PROJ-048
TX-00102,2025-07-13T00:29:00,DEPT-HEALTH-AIIMS,VEN-054,Consultancy,145195.25,UPI,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-04,BUD-9307,PROJ-012
TX-00103,2025-08-19T03:53:00,DEPT-NHAI,VEN-037,IT Hardware,140862.95,UPI,Standard procurement for DEPT-NHAI,OFFICER-04,BUD-1883,PROJ-022
TX-00104,2025-07-31T10:59:00,DEPT-RAIL,VEN-099,Manpower,116837.97,UPI,Standard procurement for DEPT-RAIL,OFFICER-09,BUD-1076,PROJ-047
TX-00105,2025-04-01T07:16:00,DEPT-RAIL,VEN-019,Medical Supplies,75493.06,UPI,Standard procurement for DEPT-RAIL,OFFICER-02,BUD-9190,PROJ-022
TX-00106,2025-10-29T10:12:00,DEPT-RAIL,VEN-005,Civil Works,48681.9,RTGS,Standard procurement for DEPT-RAIL,OFFICER-09,BUD-2404,PROJ-047
TX-00107,2025-08-13T22:19:00,DEPT-NHAI,VEN-041,Manpower,79852.86,UPI,Standard procurement for DEPT-NHAI,OFFICER-06,BUD-7200,PROJ-005
TX-00108,2025-04-27T16:59:00,DEPT-NHAI,VEN-079,Consultancy,181190.34,NEFT,Standard procurement for DEPT-NHAI,OFFICER-06,BUD-6654,PROJ-002
TX-00109,2025-10-10T18:12:00,DEPT-EDU-DELHI,VEN-040,Consultancy,79842.27,UPI,Standard procurement for DEPT-EDU-DELHI,OFFICER-08,BUD-4536,PROJ-042
TX-00110,2025-07-22T05:40:00,DEPT-HEALTH-AIIMS,VEN-021,IT Hardware,165700.28,NEFT,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-02,BUD-8370,PROJ-039
TX-00111,2025-01-24T23:48:00,DEPT-CPWD,VEN-047,Medical Supplies,143070.22,NEFT,Standard procurement for DEPT-CPWD,OFFICER-04,BUD-8459,PROJ-004
TX-00112,2025-07-25T10:26:00,DEPT-NHAI,VEN-091,IT Hardware,34568.36,RTGS,Standard procurement for DEPT-NHAI,OFFICER-01,BUD-7178,PROJ-035
TX-00113,2025-05-08T12:12:00,DEPT-HEALTH-AIIMS,VEN-009,Civil Works,94750.24,UPI,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-00,BUD-9556,PROJ-010
TX-00114,2025-11-26T02:11:00,DEPT-RAIL,VEN-096,Consultancy,9120.31,RTGS,Standard procurement for DEPT-RAIL,OFFICER-05,BUD-1487,PROJ-002
TX-00115,2025-08-16T20:47:00,DEPT-EDU-DELHI,VEN-002,Consultancy,106530.21,UPI,Standard procurement for DEPT-EDU-DELHI,OFFICER-06,BUD-1693,PROJ-037
TX-00116,2025-04-12T04:55:00,DEPT-CPWD,VEN-068,Medical Supplies,6639.44,RTGS,Standard procurement for DEPT-CPWD,OFFICER-05,BUD-1680,PROJ-034
TX-00117,2025-06-25T04:48:00,DEPT-HEALTH-AIIMS,VEN-099,Medical Supplies,114179.07,NEFT,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-08,BUD-3204,PROJ-014
TX-00118,2025-04-30T18:35:00,DEPT-HEALTH-AIIMS,VEN-004,Medical Supplies,53781.88,NEFT,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-07,BUD-3778,PROJ-016
TX-00119,2025-10-17T08:10:00,DEPT-EDU-DELHI,VEN-091,Medical Supplies,197309.94,RTGS,Standard procurement for DEPT-EDU-DELHI,OFFICER-08,BUD-8030,PROJ-038
TX-00120,2025-05-08T16:31:00,DEPT-EDU-DELHI,VEN-000,Consultancy,168999.55,UPI,Standard procurement for DEPT-EDU-DELHI,OFFICER-01,BUD-4449,PROJ-037
TX-00121,2025-03-19T22:39:00,DEPT-EDU-DELHI,VEN-099,IT Hardware,22880.69,UPI,Standard procurement for DEPT-EDU-DELHI,OFFICER-02,BUD-2979,PROJ-008
TX-00122,2025-04-03T21:58:00,DEPT-HEALTH-AIIMS,VEN-094,Civil Works,53839.63,UPI,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-05,BUD-6161,PROJ-013
TX-00123,2025-08-08T10:10:00,DEPT-NHAI,VEN-071,Manpower,187763.31,UPI,Standard procurement for DEPT-NHAI,OFFICER-05,BUD-4850,PROJ-025
TX-00124,2025-08-17T12:37:00,DEPT-RAIL,VEN-060,Consultancy,103304.96,UPI,Standard procurement for DEPT-RAIL,OFFICER-07,BUD-5694,PROJ-011
TX-00125,2025-06-02T08:39:00,DEPT-EDU-DELHI,VEN-021,Manpower,145751.79,RTGS,Standard procurement for DEPT-EDU-DELHI,OFFICER-00,BUD-1954,PROJ-009
TX-00126,2025-07-17T15:38:00,DEPT-CPWD,VEN-035,IT Hardware,55866.16,RTGS,Standard procurement for DEPT-CPWD,OFFICER-03,BUD-6397,PROJ-027
TX-00127,2025-07-04T21:16:00,DEPT-RAIL,VEN-099,Medical Supplies,165911.38,RTGS,Standard procurement for DEPT-RAIL,OFFICER-04,BUD-7870,PROJ-026
TX-00128,2025-08-14T20:11:00,DEPT-RAIL,VEN-040,IT Hardware,171177.36,UPI,Standard procurement for DEPT-RAIL,OFFICER-08,BUD-9922,PROJ-039
TX-00129,2025-10-12T22:15:00,DEPT-CPWD,VEN-040,Medical Supplies,36940.71,UPI,Standard procurement for DEPT-CPWD,OFFICER-03,BUD-6325,PROJ-047
TX-00130,2025-03-19T23:37:00,DEPT-NHAI,VEN-026,Manpower,5631.6,RTGS,Standard procurement for DEPT-NHAI,OFFICER-02,BUD-5349,PROJ-018
TX-00131,2025-03-29T10:03:00,DEPT-RAIL,VEN-084,Consultancy,91953.9,NEFT,Standard procurement for DEPT-RAIL,OFFICER-07,BUD-9651,PROJ-043
TX-00132,2025-02-22T21:57:00,DEPT-NHAI,VEN-070,Civil Works,107941.36,NEFT,Standard procurement for DEPT-NHAI,OFFICER-09,BUD-2347,PROJ-001
TX-00133,2025-03-20T03:00:00,DEPT-CPWD,VEN-024,Consultancy,97217.94,NEFT,Standard procurement for DEPT-CPWD,OFFICER-06,BUD-1939,PROJ-041
TX-00134,2025-11-13T14:49:00,DEPT-NHAI,VEN-016,IT Hardware,119317.69,UPI,Standard procurement for DEPT-NHAI,OFFICER-03,BUD-5987,PROJ-024
TX-00135,2025-06-28T09:09:00,DEPT-EDU-DELHI,VEN-049,Civil Works,51306.3,UPI,Standard procurement for DEPT-EDU-DELHI,OFFICER-08,BUD-9570,PROJ-028
TX-00136,2025-03-11T16:30:00,DEPT-CPWD,VEN-012,Manpower,44176.23,NEFT,Standard procurement for DEPT-CPWD,OFFICER-02,BUD-4467,PROJ-010
TX-00137,2025-03-26T20:50:00,DEPT-HEALTH-AIIMS,VEN-084,Consultancy,145949.33,RTGS,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-01,BUD-5384,PROJ-047
TX-00138,2025-07-29T02:41:00,DEPT-CPWD,VEN-004,Civil Works,135001.84,NEFT,Standard procurement for DEPT-CPWD,OFFICER-00,BUD-9961,PROJ-045
TX-00139,2025-12-10T21:42:00,DEPT-RAIL,VEN-018,Medical Supplies,89049.0,UPI,Standard procurement for DEPT-RAIL,OFFICER-07,BUD-2148,PROJ-028
TX-00140,2025-11-13T20:32:00,DEPT-HEALTH-AIIMS,VEN-096,Medical Supplies,171667.86,UPI,Standard procurement for DEPT-HEALTH-AIIMS,OFFICER-05,BUD-3759,PROJ-037
TX-00141,2025-08-29T21:53:00,DEPT-EDU-DELHI,VEN-053,Medical Supplies,17445.74,NEFT,Standard procurement for DEPT-EDU-DELHI,OFFICER-01,BUD-4118,PROJ-045
TX-00142,2025-10-28T19:50:00,DEPT-CPWD,VEN-069,Manpower,76177.86,UPI,Standard procurement for DEPT-CPWD,OFFICER-02,BUD-8778,PROJ-049
TX-00143,2025-03-21T00:19:00,DEPT-EDU-DELHI,VEN-063,Manpower,9436.39,NEFT,Standard procurement for DEPT-EDU-DELHI,OFFICER-01,BUD-8199,PROJ-011
TX-00144,2025-11-24T10:02:00,DEPT-NHAI,VEN-029,Civil Works,3474.79,UPI,Standard procurement for DEPT-NHAI,OFFICER-02,BUD-8831,PROJ-044
TX-00145,2025-09-09T18:45:00,DEPT-EDU-DELHI,VEN-015,Manpower,53857.31,UPI,Standard procurement for DEPT-EDU-DELHI,OFFICER-04,BUD-3309,PROJ-043
