transaction_id,timestamp,department_id,vendor_id,vendor_category,amount,payment_method,description,approver_id,budget_code,project_id
NTX-00026,2025-10-03T17:50:47,DEPT-CPWD,VEN-018,Consultancy,196968.46,NEFT,Maintenance support for DEPT-CPWD,OFFICER-08,BUD-3719,PROJ-003
NTX-00027,2025-04-06T11:06:02,DEPT-CPWD,VEN-018,Consultancy,268221.04,UPI,Maintenance support for DEPT-CPWD,OFFICER-04,BUD-5303,PROJ-003
NTX-00028,2025-08-28T11:47:14,DEPT-CPWD,VEN-018,Consultancy,9971.29,RTGS,Quarterly supply refill for Digital India,OFFICER-08,BUD-7751,PROJ-003
NTX-00029,2025-07-08T15:34:05,DEPT-CPWD,VEN-018,Consultancy,4400078.32,NEFT,Milestone payment for Consultancy,OFFICER-05,BUD-5334,PROJ-003
NTX-00030,2025-11-16T09:22:44,DEPT-CPWD,VEN-027,Consultancy,15968.04,NEFT,Consultancy charges for PROJ-003,OFFICER-00,BUD-7703,PROJ-003
NTX-00031,2025-12-30T11:20:25,DEPT-HEALTH-AIIMS,VEN-000,IT Hardware,177786.7,UPI,Milestone payment for IT Hardware,OFFICER-07,BUD-2868,PROJ-004
NTX-00032,2025-10-30T16:05:09,DEPT-HEALTH-AIIMS,VEN-000,IT Hardware,47015.9,RTGS,Milestone payment for IT Hardware,OFFICER-06,BUD-4839,PROJ-004
NTX-00033,2025-01-02T17:46:09,DEPT-HEALTH-AIIMS,VEN-000,IT Hardware,444394.49,NEFT,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-01,BUD-6265,PROJ-004
NTX-00034,2025-05-12T09:22:13,DEPT-HEALTH-AIIMS,VEN-000,IT Hardware,2892168.33,UPI,Consultancy charges for PROJ-004,OFFICER-03,BUD-2029,PROJ-004
NTX-00035,2025-08-03T12:59:03,DEPT-HEALTH-AIIMS,VEN-000,IT Hardware,17460.58,UPI,Procurement for Digital India - Phase 4,OFFICER-03,BUD-7271,PROJ-004
NTX-00036,2025-04-18T09:05:04,DEPT-HEALTH-AIIMS,VEN-000,IT Hardware,13255.86,UPI,Milestone payment for IT Hardware,OFFICER-02,BUD-4694,PROJ-004
NTX-00037,2025-05-16T17:31:34,DEPT-HEALTH-AIIMS,VEN-000,IT Hardware,13634.93,RTGS,Milestone payment for IT Hardware,OFFICER-00,BUD-6761,PROJ-004
NTX-00038,2025-05-17T11:25:21,DEPT-HEALTH-AIIMS,VEN-000,IT Hardware,515198.27,NEFT,Consultancy charges for PROJ-004,OFFICER-02,BUD-3960,PROJ-004
NTX-00039,2025-04-02T14:22:43,DEPT-HEALTH-AIIMS,VEN-000,IT Hardware,328752.16,NEFT,Consultancy charges for PROJ-004,OFFICER-08,BUD-6580,PROJ-004
NTX-00040,2025-10-02T13:21:06,DEPT-HEALTH-AIIMS,VEN-000,IT Hardware,1982144.67,RTGS,Quarterly supply refill for Ayushman Bharat,OFFICER-04,BUD-1133,PROJ-004
NTX-00041,2025-09-22T13:34:26,DEPT-HEALTH-AIIMS,VEN-000,IT Hardware,7902.13,NEFT,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-02,BUD-1551,PROJ-004
NTX-00042,2025-07-09T17:15:01,DEPT-HEALTH-AIIMS,VEN-064,IT Hardware,267688.76,NEFT,Milestone payment for IT Hardware,OFFICER-09,BUD-4436,PROJ-005
NTX-00043,2025-04-14T15:36:59,DEPT-HEALTH-AIIMS,VEN-064,IT Hardware,5361.91,NEFT,Milestone payment for IT Hardware,OFFICER-00,BUD-6217,PROJ-005
NTX-00044,2025-03-16T14:52:24,DEPT-HEALTH-AIIMS,VEN-064,IT Hardware,297016.04,UPI,Procurement for Digital India - Phase 1,OFFICER-00,BUD-5445,PROJ-005
NTX-00045,2025-02-25T10:34:27,DEPT-HEALTH-AIIMS,VEN-064,IT Hardware,3197147.95,RTGS,Quarterly supply refill for Ayushman Bharat,OFFICER-08,BUD-7507,PROJ-005
NTX-00046,2025-01-27T12:27:45,DEPT-HEALTH-AIIMS,VEN-064,IT Hardware,346297.08,RTGS,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-09,BUD-1745,PROJ-005
NTX-00047,2025-06-28T12:38:05,DEPT-HEALTH-AIIMS,VEN-064,IT Hardware,36042.65,RTGS,Procurement for Ayushman Bharat - Phase 5,OFFICER-05,BUD-3214,PROJ-005
NTX-00048,2025-04-05T12:48:22,DEPT-HEALTH-AIIMS,VEN-064,IT Hardware,8856.53,UPI,Consultancy charges for PROJ-005,OFFICER-00,BUD-4175,PROJ-005
NTX-00049,2025-05-26T09:18:26,DEPT-HEALTH-AIIMS,VEN-064,IT Hardware,315228.44,UPI,Quarterly supply refill for PMGSY,OFFICER-08,BUD-4888,PROJ-005
NTX-00050,2025-05-07T15:46:16,DEPT-HEALTH-AIIMS,VEN-064,IT Hardware,96776.74,RTGS,Procurement for Smart City Mission - Phase 3,OFFICER-06,BUD-4458,PROJ-005
NTX-00051,2025-09-15T13:53:17,DEPT-HEALTH-AIIMS,VEN-064,IT Hardware,415868.97,RTGS,Milestone payment for IT Hardware,OFFICER-04,BUD-9988,PROJ-005
NTX-00052,2025-03-09T17:55:22,DEPT-HEALTH-AIIMS,VEN-039,IT Hardware,7019.9,NEFT,Milestone payment for IT Hardware,OFFICER-06,BUD-6723,PROJ-005
NTX-00053,2025-08-23T10:20:39,DEPT-HEALTH-AIIMS,VEN-064,IT Hardware,3084699.04,RTGS,Consultancy charges for PROJ-005,OFFICER-06,BUD-9043,PROJ-005
NTX-00054,2025-10-15T10:40:35,DEPT-HEALTH-AIIMS,VEN-053,IT Hardware,137742.42,RTGS,Milestone payment for IT Hardware,OFFICER-05,BUD-8692,PROJ-005
NTX-00055,2025-02-23T15:40:18,DEPT-HEALTH-AIIMS,VEN-064,IT Hardware,813685.51,UPI,Consultancy charges for PROJ-005,OFFICER-05,BUD-6803,PROJ-005
NTX-00056,2025-12-20T13:42:24,DEPT-HEALTH-AIIMS,VEN-064,IT Hardware,444952.89,UPI,Procurement for Digital India - Phase 4,OFFICER-01,BUD-2713,PROJ-005
NTX-00057,2025-02-11T09:45:16,DEPT-HEALTH-AIIMS,VEN-064,IT Hardware,29223.75,NEFT,Milestone payment for IT Hardware,OFFICER-02,BUD-7754,PROJ-005
NTX-00058,2025-12-04T16:25:07,DEPT-HEALTH-AIIMS,VEN-064,IT Hardware,372320.46,UPI,Procurement for PMGSY - Phase 4,OFFICER-00,BUD-5543,PROJ-005
NTX-00059,2025-10-23T11:40:59,DEPT-NHAI,VEN-009,Consultancy,21908.89,NEFT,Consultancy charges for PROJ-006,OFFICER-02,BUD-8057,PROJ-006
NTX-00060,2025-01-14T10:07:01,DEPT-NHAI,VEN-009,Consultancy,2674968.6,NEFT,Procurement for Digital India - Phase 5,OFFICER-07,BUD-4572,PROJ-006
NTX-00061,2025-12-19T17:48:03,DEPT-NHAI,VEN-009,Consultancy,5681.31,UPI,Procurement for Swachh Bharat - Phase 2,OFFICER-01,BUD-6844,PROJ-006
NTX-00062,2025-05-07T16:27:13,DEPT-NHAI,VEN-009,Consultancy,127126.2,RTGS,Milestone payment for Consultancy,OFFICER-00,BUD-8065,PROJ-006
NTX-00063,2025-12-30T15:21:03,DEPT-NHAI,VEN-009,Consultancy,21095.03,UPI,Quarterly supply refill for Digital India,OFFICER-00,BUD-8045,PROJ-006
NTX-00064,2025-05-11T13:16:16,DEPT-NHAI,VEN-009,Consultancy,33341.52,RTGS,Procurement for Swachh Bharat - Phase 5,OFFICER-04,BUD-2671,PROJ-006
NTX-00065,2025-11-12T13:12:00,DEPT-NHAI,VEN-009,Consultancy,104325.37,RTGS,Procurement for Swachh Bharat - Phase 1,OFFICER-02,BUD-7615,PROJ-006
NTX-00066,2025-12-04T11:16:06,DEPT-NHAI,VEN-009,Consultancy,69119.47,UPI,Procurement for PMGSY - Phase 3,OFFICER-08,BUD-7023,PROJ-006
NTX-00067,2025-11-26T15:54:44,DEPT-NHAI,VEN-009,Consultancy,375249.74,UPI,Quarterly supply refill for Smart City Mission,OFFICER-07,BUD-7615,PROJ-006
NTX-00068,2025-06-23T10:46:50,DEPT-NHAI,VEN-081,Consultancy,79981.52,UPI,Consultancy charges for PROJ-006,OFFICER-09,BUD-6959,PROJ-006
NTX-00069,2025-09-05T11:07:33,DEPT-NHAI,VEN-003,Consultancy,258592.08,RTGS,Maintenance support for DEPT-NHAI,OFFICER-08,BUD-1050,PROJ-006
NTX-00070,2025-03-24T15:46:41,DEPT-NHAI,VEN-009,Consultancy,336675.97,NEFT,Maintenance support for DEPT-NHAI,OFFICER-08,BUD-6865,PROJ-006
NTX-00071,2025-08-31T10:08:44,DEPT-NHAI,VEN-009,Consultancy,486264.31,RTGS,Procurement for Digital India - Phase 3,OFFICER-06,BUD-1875,PROJ-006
NTX-00072,2025-03-05T11:08:39,DEPT-NHAI,VEN-009,Consultancy,273898.59,NEFT,Consultancy charges for PROJ-006,OFFICER-02,BUD-4515,PROJ-006
NTX-00073,2025-12-05T17:24:17,DEPT-NHAI,VEN-009,Consultancy,466959.56,RTGS,Procurement for PMGSY - Phase 2,OFFICER-06,BUD-9385,PROJ-006
NTX-00074,2025-03-03T14:25:13,DEPT-NHAI,VEN-009,Consultancy,2778774.0,UPI,Milestone payment for Consultancy,OFFICER-07,BUD-1049,PROJ-006
NTX-00075,2025-06-09T10:35:47,DEPT-NHAI,VEN-009,Consultancy,423277.3,NEFT,Procurement for Smart City Mission - Phase 1,OFFICER-09,BUD-5998,PROJ-006
NTX-00076,2025-06-24T09:06:56,DEPT-EDU-DELHI,VEN-061,Manpower,4083206.37,RTGS,Quarterly supply refill for Swachh Bharat,OFFICER-08,BUD-1613,PROJ-007
NTX-00077,2025-10-15T09:35:48,DEPT-EDU-DELHI,VEN-014,Manpower,251945.97,UPI,Milestone payment for Manpower,OFFICER-03,BUD-7983,PROJ-007
NTX-00078,2025-07-14T15:36:40,DEPT-EDU-DELHI,VEN-014,Manpower,355711.69,NEFT,Maintenance support for DEPT-EDU-DELHI,OFFICER-00,BUD-1786,PROJ-007
NTX-00079,2025-09-05T16:54:56,DEPT-EDU-DELHI,VEN-014,Manpower,152368.97,NEFT,Quarterly supply refill for Swachh Bharat,OFFICER-04,BUD-9649,PROJ-007
NTX-00080,2025-12-05T17:42:52,DEPT-EDU-DELHI,VEN-014,Manpower,43008.83,NEFT,Maintenance support for DEPT-EDU-DELHI,OFFICER-02,BUD-6599,PROJ-007
NTX-00081,2025-12-02T11:14:50,DEPT-EDU-DELHI,VEN-014,Manpower,62201.96,RTGS,Milestone payment for Manpower,OFFICER-00,BUD-6188,PROJ-007
NTX-00082,2025-01-02T16:58:35,DEPT-EDU-DELHI,VEN-014,Manpower,171374.28,UPI,Maintenance support for DEPT-EDU-DELHI,OFFICER-06,BUD-3500,PROJ-007
NTX-00083,2025-12-21T14:13:53,DEPT-EDU-DELHI,VEN-014,Manpower,16763.17,RTGS,Milestone payment for Manpower,OFFICER-05,BUD-5842,PROJ-007
NTX-00084,2025-04-24T16:22:27,DEPT-EDU-DELHI,VEN-014,Manpower,48933.54,RTGS,Procurement for Digital India - Phase 2,OFFICER-09,BUD-6583,PROJ-007
NTX-00085,2025-06-18T10:07:03,DEPT-EDU-DELHI,VEN-014,Manpower,309879.18,NEFT,Procurement for Swachh Bharat - Phase 5,OFFICER-02,BUD-1394,PROJ-007
NTX-00086,2025-01-16T14:58:14,DEPT-EDU-DELHI,VEN-014,Manpower,41663.7,NEFT,Quarterly supply refill for Ayushman Bharat,OFFICER-06,BUD-8756,PROJ-007
NTX-00087,2025-09-17T09:12:59,DEPT-EDU-DELHI,VEN-029,Manpower,4886987.96,UPI,Maintenance support for DEPT-EDU-DELHI,OFFICER-00,BUD-8249,PROJ-007
NTX-00088,2025-01-05T15:50:01,DEPT-EDU-DELHI,VEN-014,Manpower,5449.92,RTGS,Consultancy charges for PROJ-007,OFFICER-01,BUD-9574,PROJ-007
NTX-00089,2025-04-08T15:14:58,DEPT-EDU-DELHI,VEN-014,Manpower,455259.76,NEFT,Milestone payment for Manpower,OFFICER-08,BUD-9304,PROJ-007
NTX-00090,2025-04-21T16:02:02,DEPT-EDU-DELHI,VEN-014,Manpower,279769.55,UPI,Consultancy charges for PROJ-007,OFFICER-04,BUD-8417,PROJ-007
NTX-00091,2025-11-13T17:50:52,DEPT-EDU-DELHI,VEN-014,Manpower,115767.53,RTGS,Quarterly supply refill for Digital India,OFFICER-02,BUD-1369,PROJ-007
NTX-00092,2025-01-17T10:04:10,DEPT-EDU-DELHI,VEN-014,Manpower,127867.22,NEFT,Procurement for Swachh Bharat - Phase 4,OFFICER-03,BUD-3441,PROJ-007
NTX-00093,2025-05-26T09:19:37,DEPT-EDU-DELHI,VEN-014,Manpower,139684.24,RTGS,Consultancy charges for PROJ-007,OFFICER-00,BUD-2008,PROJ-007
NTX-00094,2025-02-11T13:31:37,DEPT-EDU-DELHI,VEN-014,Manpower,380219.21,NEFT,Consultancy charges for PROJ-007,OFFICER-04,BUD-3698,PROJ-007
NTX-00095,2025-05-05T15:30:59,DEPT-CPWD,VEN-014,IT Hardware,45476.96,RTGS,Consultancy charges for PROJ-008,OFFICER-01,BUD-4396,PROJ-008
NTX-00096,2025-01-15T15:16:26,DEPT-CPWD,VEN-008,IT Hardware,420018.94,NEFT,Procurement for Smart City Mission - Phase 3,OFFICER-05,BUD-1932,PROJ-008
NTX-00097,2025-05-17T16:24:15,DEPT-CPWD,VEN-008,IT Hardware,27614.76,RTGS,Procurement for PMGSY - Phase 3,OFFICER-06,BUD-2530,PROJ-008
NTX-00098,2025-02-08T14:55:39,DEPT-CPWD,VEN-008,IT Hardware,14225.66,UPI,Maintenance support for DEPT-CPWD,OFFICER-02,BUD-8639,PROJ-008
NTX-00099,2025-10-11T15:04:09,DEPT-CPWD,VEN-008,IT Hardware,2364113.12,UPI,Maintenance support for DEPT-CPWD,OFFICER-01,BUD-9958,PROJ-008
NTX-00100,2025-08-19T14:26:01,DEPT-CPWD,VEN-008,IT Hardware,99054.52,UPI,Procurement for Smart City Mission - Phase 2,OFFICER-01,BUD-4876,PROJ-008
NTX-00101,2025-10-28T14:35:56,DEPT-CPWD,VEN-008,IT Hardware,12370.31,RTGS,Maintenance support for DEPT-CPWD,OFFICER-09,BUD-8338,PROJ-008
NTX-00102,2025-07-24T14:54:10,DEPT-CPWD,VEN-008,IT Hardware,3584425.7,UPI,Quarterly supply refill for PMGSY,OFFICER-02,BUD-9833,PROJ-008
NTX-00103,2025-01-18T10:09:41,DEPT-CPWD,VEN-008,IT Hardware,1851918.94,UPI,Quarterly supply refill for PMGSY,OFFICER-05,BUD-3146,PROJ-008
NTX-00104,2025-02-02T13:23:00,DEPT-CPWD,VEN-008,IT Hardware,383537.4,UPI,Maintenance support for DEPT-CPWD,OFFICER-01,BUD-6967,PROJ-008
NTX-00105,2025-01-02T10:23:16,DEPT-CPWD,VEN-008,IT Hardware,49384.75,UPI,Milestone payment for IT Hardware,OFFICER-08,BUD-7125,PROJ-008
NTX-00106,2025-07-12T14:05:05,DEPT-CPWD,VEN-008,IT Hardware,161047.72,UPI,Consultancy charges for PROJ-008,OFFICER-01,BUD-4631,PROJ-008
NTX-00107,2025-06-15T16:23:33,DEPT-CPWD,VEN-054,IT Hardware,64930.35,NEFT,Procurement for Smart City Mission - Phase 1,OFFICER-00,BUD-2856,PROJ-008
NTX-00108,2025-09-03T12:01:06,DEPT-CPWD,VEN-008,IT Hardware,17498.76,RTGS,Consultancy charges for PROJ-008,OFFICER-01,BUD-8575,PROJ-008
NTX-00109,2025-03-19T17:18:41,DEPT-CPWD,VEN-008,IT Hardware,115376.59,NEFT,Maintenance support for DEPT-CPWD,OFFICER-03,BUD-2177,PROJ-008
NTX-00110,2025-08-12T15:09:57,DEPT-CPWD,VEN-008,IT Hardware,4595515.88,UPI,Procurement for Digital India - Phase 5,OFFICER-00,BUD-5683,PROJ-008
NTX-00111,2025-07-12T11:00:51,DEPT-CPWD,VEN-008,IT Hardware,276175.8,NEFT,Quarterly supply refill for Digital India,OFFICER-05,BUD-8414,PROJ-008
NTX-00112,2025-10-26T12:48:45,DEPT-NHAI,VEN-011,Civil Works,24968.07,UPI,Procurement for Swachh Bharat - Phase 1,OFFICER-02,BUD-4899,PROJ-009
NTX-00113,2025-03-30T12:25:23,DEPT-NHAI,VEN-011,Civil Works,1425191.17,UPI,Milestone payment for Civil Works,OFFICER-04,BUD-6666,PROJ-009
NTX-00114,2025-02-07T14:18:02,DEPT-NHAI,VEN-011,Civil Works,29247.26,NEFT,Quarterly supply refill for PMGSY,OFFICER-01,BUD-4432,PROJ-009
NTX-00115,2025-08-29T11:42:53,DEPT-NHAI,VEN-011,Civil Works,132722.09,UPI,Quarterly supply refill for Smart City Mission,OFFICER-08,BUD-4220,PROJ-009
NTX-00116,2025-06-09T16:34:37,DEPT-NHAI,VEN-092,Civil Works,28217.36,RTGS,Maintenance support for DEPT-NHAI,OFFICER-07,BUD-5587,PROJ-009
NTX-00117,2025-01-03T14:49:52,DEPT-NHAI,VEN-011,Civil Works,366749.18,NEFT,Quarterly supply refill for Swachh Bharat,OFFICER-09,BUD-5250,PROJ-009
NTX-00118,2025-01-06T17:59:32,DEPT-NHAI,VEN-011,Civil Works,3555131.03,UPI,Procurement for Smart City Mission - Phase 3,OFFICER-04,BUD-6368,PROJ-009
NTX-00119,2025-10-15T11:57:58,DEPT-NHAI,VEN-011,Civil Works,41057.99,NEFT,Procurement for Digital India - Phase 3,OFFICER-06,BUD-9929,PROJ-009
NTX-00120,2025-07-29T10:11:58,DEPT-NHAI,VEN-044,Civil Works,262712.47,NEFT,Quarterly supply refill for Ayushman Bharat,OFFICER-02,BUD-4257,PROJ-009
NTX-00121,2025-01-20T16:09:51,DEPT-NHAI,VEN-011,Civil Works,42236.54,UPI,Maintenance support for DEPT-NHAI,OFFICER-01,BUD-5007,PROJ-009
NTX-00122,2025-04-07T14:12:48,DEPT-NHAI,VEN-011,Civil Works,499544.53,NEFT,Consultancy charges for PROJ-009,OFFICER-09,BUD-6462,PROJ-009
NTX-00123,2025-05-12T10:54:24,DEPT-NHAI,VEN-011,Civil Works,192878.92,RTGS,Quarterly supply refill for Swachh Bharat,OFFICER-05,BUD-5082,PROJ-009
NTX-00124,2025-11-14T13:19:37,DEPT-NHAI,VEN-015,Civil Works,319390.41,NEFT,Quarterly supply refill for Ayushman Bharat,OFFICER-04,BUD-9190,PROJ-009
NTX-00125,2025-11-14T12:32:59,DEPT-NHAI,VEN-011,Civil Works,2809964.05,UPI,Quarterly supply refill for Ayushman Bharat,OFFICER-07,BUD-5060,PROJ-009
NTX-00126,2025-10-24T16:33:03,DEPT-NHAI,VEN-011,Civil Works,330136.29,RTGS,Maintenance support for DEPT-NHAI,OFFICER-06,BUD-1936,PROJ-009
NTX-00127,2025-02-26T14:28:03,DEPT-NHAI,VEN-011,Civil Works,167972.38,UPI,Milestone payment for Civil Works,OFFICER-09,BUD-9484,PROJ-009
NTX-00128,2025-12-27T17:12:20,DEPT-NHAI,VEN-011,Civil Works,3710207.84,UPI,Quarterly supply refill for PMGSY,OFFICER-09,BUD-3935,PROJ-009
NTX-00129,2025-12-06T15:04:50,DEPT-NHAI,VEN-011,Civil Works,210851.61,NEFT,Milestone payment for Civil Works,OFFICER-07,BUD-2930,PROJ-009
NTX-00130,2025-03-01T12:20:07,DEPT-NHAI,VEN-011,Civil Works,28880.6,NEFT,Maintenance support for DEPT-NHAI,OFFICER-08,BUD-8621,PROJ-009
NTX-00131,2025-08-29T13:58:02,DEPT-EDU-DELHI,VEN-064,Manpower,36227.52,RTGS,Consultancy charges for PROJ-010,OFFICER-09,BUD-2348,PROJ-010
NTX-00132,2025-08-28T09:42:35,DEPT-EDU-DELHI,VEN-064,Manpower,40696.06,UPI,Quarterly supply refill for Smart City Mission,OFFICER-03,BUD-4738,PROJ-010
NTX-00133,2025-08-29T16:55:42,DEPT-EDU-DELHI,VEN-064,Manpower,214087.47,RTGS,Quarterly supply refill for Smart City Mission,OFFICER-09,BUD-4445,PROJ-010
NTX-00134,2025-08-30T11:15:34,DEPT-EDU-DELHI,VEN-064,Manpower,6546.64,UPI,Maintenance support for DEPT-EDU-DELHI,OFFICER-00,BUD-1024,PROJ-010
NTX-00135,2025-08-28T15:09:09,DEPT-EDU-DELHI,VEN-064,Manpower,484717.92,RTGS,Milestone payment for Manpower,OFFICER-01,BUD-1766,PROJ-010
NTX-00136,2025-08-29T13:51:26,DEPT-EDU-DELHI,VEN-064,Manpower,115489.91,UPI,Procurement for Ayushman Bharat - Phase 3,OFFICER-00,BUD-5630,PROJ-010
NTX-00137,2025-08-29T11:12:55,DEPT-EDU-DELHI,VEN-064,Manpower,451081.46,RTGS,Consultancy charges for PROJ-010,OFFICER-09,BUD-6701,PROJ-010
NTX-00138,2025-08-25T15:33:51,DEPT-EDU-DELHI,VEN-064,Manpower,316093.97,RTGS,Quarterly supply refill for Digital India,OFFICER-03,BUD-8993,PROJ-010
NTX-00139,2025-08-25T09:07:26,DEPT-EDU-DELHI,VEN-064,Manpower,270330.0,NEFT,Maintenance support for DEPT-EDU-DELHI,OFFICER-03,BUD-2583,PROJ-010
NTX-00140,2025-08-26T13:06:35,DEPT-EDU-DELHI,VEN-064,Manpower,470606.92,RTGS,Maintenance support for DEPT-EDU-DELHI,OFFICER-00,BUD-1782,PROJ-010
NTX-00141,2025-08-26T16:38:52,DEPT-EDU-DELHI,VEN-007,Manpower,148215.42,NEFT,Milestone payment for Manpower,OFFICER-01,BUD-4556,PROJ-010
NTX-00142,2025-08-25T12:02:33,DEPT-RAIL,VEN-007,Civil Works,6273.99,NEFT,Consultancy charges for PROJ-011,OFFICER-08,BUD-8713,PROJ-011
NTX-00143,2025-10-20T09:42:34,DEPT-RAIL,VEN-007,Civil Works,30322.19,UPI,Procurement for Swachh Bharat - Phase 1,OFFICER-06,BUD-4723,PROJ-011
NTX-00144,2025-01-03T17:13:52,DEPT-RAIL,VEN-007,Civil Works,2405166.19,NEFT,Consultancy charges for PROJ-011,OFFICER-04,BUD-4254,PROJ-011
NTX-00145,2025-12-03T17:37:05,DEPT-RAIL,VEN-053,Civil Works,3803688.73,NEFT,Milestone payment for Civil Works,OFFICER-04,BUD-7330,PROJ-011
NTX-00146,2025-06-20T16:11:17,DEPT-RAIL,VEN-007,Civil Works,217941.18,RTGS,Procurement for PMGSY - Phase 4,OFFICER-00,BUD-4865,PROJ-011
NTX-00147,2025-09-09T10:00:47,DEPT-RAIL,VEN-007,Civil Works,278634.59,NEFT,Milestone payment for Civil Works,OFFICER-03,BUD-6046,PROJ-011
NTX-00148,2025-11-20T09:43:16,DEPT-RAIL,VEN-007,Civil Works,251299.3,UPI,Milestone payment for Civil Works,OFFICER-01,BUD-6660,PROJ-011
