transaction_id,timestamp,department_id,vendor_id,vendor_category,amount,payment_method,description,approver_id,budget_code,project_id
LTX-00029,2025-12-19T06:16:00,DEP-EDU,VEN-019,Consulting,933.99,Credit Card,Description for LTX-00029,A-04,B-264,PROJ-042
LTX-00030,2025-04-18T14:44:00,DEP-PWR,VEN-019,Infrastructure,1578.02,Bank Transfer,Description for LTX-00030,A-01,B-710,PROJ-048
LTX-00031,2025-12-26T17:41:00,DEP-EDU,VEN-066,Travel,1846.31,Cheque,Description for LTX-00031,A-09,B-401,PROJ-003
LTX-00032,2025-09-11T07:22:00,DEP-PWR,VEN-031,Supplies,900.81,Credit Card,Description for LTX-00032,A-07,B-673,PROJ-023
LTX-00033,2025-02-17T07:00:00,DEP-POLICE,VEN-070,Supplies,1070.58,Bank Transfer,Description for LTX-00033,A-09,B-416,PROJ-047
LTX-00034,2025-05-19T10:25:00,DEP-FIN,VEN-049,Infrastructure,499.09,Bank Transfer,Description for LTX-00034,A-03,B-857,PROJ-032
LTX-00035,2025-12-14T20:31:00,DEP-HEALTH,VEN-022,Supplies,1969.55,Credit Card,Description for LTX-00035,A-05,B-963,PROJ-027
LTX-00036,2025-03-11T20:55:00,DEP-EDU,VEN-017,Infrastructure,1944.48,Bank Transfer,Description for LTX-00036,A-08,B-748,PROJ-008
LTX-00037,2025-01-07T05:18:00,DEP-EDU,VEN-096,Supplies,1199.8,Cheque,Description for LTX-00037,A-07,B-183,PROJ-047
LTX-00038,2025-12-12T14:05:00,DEP-POLICE,VEN-033,Supplies,1745.3,Bank Transfer,Description for LTX-00038,A-00,B-186,PROJ-036
LTX-00039,2025-11-19T22:39:00,DEP-POLICE,VEN-067,Supplies,748.62,Bank Transfer,Description for LTX-00039,A-02,B-646,PROJ-028
LTX-00040,2025-10-17T12:57:00,DEP-POLICE,VEN-077,Supplies,500.57,Credit Card,Description for LTX-00040,A-03,B-508,PROJ-019
LTX-00041,2025-09-05T20:23:00,DEP-HEALTH,VEN-078,IT,584.12,Credit Card,Description for LTX-00041,A-02,B-880,PROJ-008
LTX-00042,2025-05-01T10:45:00,DEP-EDU,VEN-048,Infrastructure,1270.88,Cheque,Description for LTX-00042,A-08,B-298,PROJ-041
LTX-00043,2025-12-17T15:34:00,DEP-HEALTH,VEN-029,Supplies,1853.41,Bank Transfer,Description for LTX-00043,A-08,B-672,PROJ-049
LTX-00044,2025-04-27T21:51:00,DEP-FIN,VEN-090,Travel,1786.83,Cheque,Description for LTX-00044,A-06,B-425,PROJ-019
LTX-00045,2025-05-08T18:56:00,DEP-PWR,VEN-059,Consulting,555.94,Credit Card,Description for LTX-00045,A-04,B-794,PROJ-017
LTX-00046,2025-11-11T20:40:00,DEP-HEALTH,VEN-024,Travel,1174.67,Bank Transfer,Description for LTX-00046,A-00,B-392,PROJ-042
LTX-00047,2025-08-11T09:31:00,DEP-HEALTH,VEN-044,Infrastructure,1124.43,Bank Transfer,Description for LTX-00047,A-03,B-936,PROJ-026
LTX-00048,2025-07-20T03:14:00,DEP-POLICE,VEN-015,Infrastructure,1556.1,Bank Transfer,Description for LTX-00048,A-00,B-870,PROJ-042
LTX-00049,2025-04-09T10:37:00,DEP-FIN,VEN-072,IT,1311.42,Credit Card,Description for LTX-00049,A-08,B-879,PROJ-031
LTX-00050,2025-12-12T03:22:00,DEP-PWR,VEN-012,IT,962.95,Credit Card,Description for LTX-00050,A-04,B-920,PROJ-009
LTX-00051,2025-01-27T08:34:00,DEP-EDU,VEN-027,Travel,1919.79,Credit Card,Description for LTX-00051,A-04,B-541,PROJ-024
LTX-00052,2025-11-14T18:02:00,DEP-EDU,VEN-055,Supplies,406.1,Cheque,Description for LTX-00052,A-07,B-767,PROJ-002
LTX-00053,2025-06-05T05:56:00,DEP-EDU,VEN-022,Travel,771.37,Credit Card,Description for LTX-00053,A-09,B-980,PROJ-042
LTX-00054,2025-07-31T15:05:00,DEP-PWR,VEN-083,Infrastructure,585.23,Credit Card,Description for LTX-00054,A-07,B-790,PROJ-016
LTX-00055,2025-12-20T09:38:00,DEP-POLICE,VEN-022,Travel,1131.26,Bank Transfer,Description for LTX-00055,A-05,B-233,PROJ-025
LTX-00056,2025-08-25T13:24:00,DEP-POLICE,VEN-033,Infrastructure,1851.95,Bank Transfer,Description for LTX-00056,A-01,B-187,PROJ-049
LTX-00057,2025-02-22T14:50:00,DEP-POLICE,VEN-011,Consulting,340.0,Credit Card,Description for LTX-00057,A-05,B-616,PROJ-041
LTX-00058,2025-06-06T15:31:00,DEP-EDU,VEN-073,IT,1629.58,Credit Card,Description for LTX-00058,A-09,B-462,PROJ-004
LTX-00059,2025-03-02T22:49:00,DEP-POLICE,VEN-063,Supplies,997.39,Bank Transfer,Description for LTX-00059,A-05,B-422,PROJ-030
LTX-00060,2025-07-27T11:44:00,DEP-POLICE,VEN-004,Supplies,1052.99,Cheque,Description for LTX-00060,A-03,B-813,PROJ-048
LTX-00061,2025-01-30T13:39:00,DEP-FIN,VEN-056,Supplies,606.54,Credit Card,Description for LTX-00061,A-05,B-987,PROJ-017
LTX-00062,2025-12-09T06:13:00,DEP-FIN,VEN-028,Consulting,1458.22,Cheque,Description for LTX-00062,A-06,B-575,PROJ-015
LTX-00063,2025-08-23T10:21:00,DEP-EDU,VEN-073,Consulting,210.87,Cheque,Description for LTX-00063,A-03,B-493,PROJ-001
LTX-00064,2025-11-05T14:07:00,DEP-EDU,VEN-054,Consulting,1337.56,Credit Card,Description for LTX-00064,A-07,B-798,PROJ-004
LTX-00065,2025-08-07T13:57:00,DEP-EDU,VEN-082,Infrastructure,823.65,Credit Card,Description for LTX-00065,A-00,B-370,PROJ-035
LTX-00066,2025-04-01T00:42:00,DEP-POLICE,VEN-053,Consulting,1595.39,Credit Card,Description for LTX-00066,A-05,B-282,PROJ-010
LTX-00067,2025-08-12T09:53:00,DEP-FIN,VEN-055,Infrastructure,795.99,Cheque,Description for LTX-00067,A-02,B-908,PROJ-024
LTX-00068,2025-02-26T13:45:00,DEP-HEALTH,VEN-097,IT,1051.81,Cheque,Description for LTX-00068,A-07,B-152,PROJ-017
LTX-00069,2025-06-21T01:21:00,DEP-HEALTH,VEN-077,Travel,1792.03,Cheque,Description for LTX-00069,A-06,B-679,PROJ-039
LTX-00070,2025-11-30T03:08:00,DEP-PWR,VEN-092,Supplies,1615.7,Credit Card,Description for LTX-00070,A-03,B-594,PROJ-050
LTX-00071,2025-12-03T09:23:00,DEP-FIN,VEN-012,Consulting,183.67,Credit Card,Description for LTX-00071,A-09,B-179,PROJ-032
LTX-00072,2025-07-18T13:44:00,DEP-PWR,VEN-098,Consulting,1616.94,Bank Transfer,Description for LTX-00072,A-05,B-444,PROJ-028
LTX-00073,2025-12-07T10:34:00,DEP-POLICE,VEN-076,Supplies,1924.32,Bank Transfer,Description for LTX-00073,A-09,B-748,PROJ-009
LTX-00074,2025-08-27T01:46:00,DEP-FIN,VEN-029,Infrastructure,842.35,Bank Transfer,Description for LTX-00074,A-00,B-818,PROJ-047
LTX-00075,2025-10-28T15:52:00,DEP-HEALTH,VEN-059,Infrastructure,671.2,Bank Transfer,Description for LTX-00075,A-04,B-364,PROJ-036
LTX-00076,2025-12-19T12:48:00,DEP-HEALTH,VEN-062,IT,217.0,Bank Transfer,Description for LTX-00076,A-08,B-199,PROJ-019
LTX-00077,2025-01-25T19:10:00,DEP-PWR,VEN-017,IT,1479.82,Credit Card,Description for LTX-00077,A-01,B-868,PROJ-040
LTX-00078,2025-06-27T18:54:00,DEP-PWR,VEN-073,Infrastructure,214.05,Bank Transfer,Description for LTX-00078,A-05,B-171,PROJ-003
LTX-00079,2025-08-16T23:08:00,DEP-FIN,VEN-069,Consulting,1678.75,Bank Transfer,Description for LTX-00079,A-09,B-804,PROJ-029
LTX-00080,2025-04-18T02:49:00,DEP-POLICE,VEN-049,Consulting,1052.83,Credit Card,Description for LTX-00080,A-05,B-312,PROJ-049
LTX-00081,2025-10-01T15:26:00,DEP-EDU,VEN-084,IT,1718.31,Credit Card,Description for LTX-00081,A-05,B-752,PROJ-011
LTX-00082,2025-02-03T00:21:00,DEP-PWR,VEN-075,Travel,1870.64,Cheque,Description for LTX-00082,A-09,B-247,PROJ-035
LTX-00083,2025-09-14T17:17:00,DEP-EDU,VEN-014,Travel,225.82,Cheque,Description for LTX-00083,A-04,B-278,PROJ-029
LTX-00084,2025-09-08T02:09:00,DEP-PWR,VEN-025,Consulting,1414.2,Bank Transfer,Description for LTX-00084,A-05,B-595,PROJ-015
LTX-00085,2025-03-26T07:13:00,DEP-HEALTH,VEN-005,Infrastructure,1837.1,Bank Transfer,Description for LTX-00085,A-03,B-469,PROJ-043
LTX-00086,2025-11-14T20:03:00,DEP-PWR,VEN-081,Infrastructure,698.52,Cheque,Description for LTX-00086,A-01,B-589,PROJ-023
LTX-00087,2025-05-18T21:18:00,DEP-EDU,VEN-073,Consulting,1637.98,Bank Transfer,Description for LTX-00087,A-05,B-505,PROJ-045
LTX-00088,2025-12-17T21:56:00,DEP-EDU,VEN-049,IT,1503.99,Bank Transfer,Description for LTX-00088,A-03,B-677,PROJ-050
LTX-00089,2025-03-19T01:14:00,DEP-HEALTH,VEN-091,Consulting,1673.1,Bank Transfer,Description for LTX-00089,A-01,B-242,PROJ-044
LTX-00090,2025-04-20T12:42:00,DEP-EDU,VEN-081,Supplies,287.78,Bank Transfer,Description for LTX-00090,A-03,B-578,PROJ-037
LTX-00091,2025-01-28T11:12:00,DEP-POLICE,VEN-054,Infrastructure,89.17,Bank Transfer,Description for LTX-00091,A-02,B-643,PROJ-023
LTX-00092,2025-11-19T00:19:00,DEP-FIN,VEN-084,Supplies,617.67,Bank Transfer,Description for LTX-00092,A-03,B-904,PROJ-033
LTX-00093,2025-03-14T08:34:00,DEP-POLICE,VEN-034,Consulting,1671.75,Credit Card,Description for LTX-00093,A-00,B-423,PROJ-004
LTX-00094,2025-11-26T14:12:00,DEP-FIN,VEN-071,Supplies,1031.04,Bank Transfer,Description for LTX-00094,A-08,B-376,PROJ-007
LTX-00095,2025-11-22T11:03:00,DEP-FIN,VEN-038,Consulting,1459.71,Bank Transfer,Description for LTX-00095,A-02,B-757,PROJ-002
LTX-00096,2025-08-10T16:24:00,DEP-POLICE,VEN-024,Consulting,582.47,Bank Transfer,Description for LTX-00096,A-09,B-328,PROJ-040
LTX-00097,2025-10-06T03:42:00,DEP-HEALTH,VEN-088,Infrastructure,515.78,Credit Card,Description for LTX-00097,A-02,B-739,PROJ-023
LTX-00098,2025-03-10T16:21:00,DEP-HEALTH,VEN-036,Consulting,1484.24,Credit Card,Description for LTX-00098,A-04,B-436,PROJ-027
LTX-00099,2025-09-23T03:23:00,DEP-HEALTH,VEN-099,Supplies,1183.71,Credit Card,Description for LTX-00099,A-09,B-386,PROJ-049
LTX-00100,2025-03-24T09:47:00,DEP-HEALTH,VEN-078,Travel,85293.77,Credit Card,Description for LTX-00100,A-03,B-183,PROJ-035
LTX-00101,2025-01-06T04:29:00,DEP-EDU,VEN-051,Travel,794.88,Bank Transfer,Description for LTX-00101,A-01,B-128,PROJ-002
LTX-00102,2025-11-27T03:18:00,DEP-HEALTH,VEN-036,Infrastructure,928.78,Cheque,Description for LTX-00102,A-02,B-790,PROJ-012
LTX-00103,2025-05-12T05:17:00,DEP-HEALTH,VEN-008,IT,335.32,Credit Card,Description for LTX-00103,A-04,B-556,PROJ-046
LTX-00104,2025-12-01T14:14:00,DEP-FIN,VEN-052,Infrastructure,1110.46,Cheque,Description for LTX-00104,A-08,B-712,PROJ-034
LTX-00105,2025-02-09T19:55:00,DEP-FIN,VEN-084,IT,1143.61,Cheque,Description for LTX-00105,A-08,B-356,PROJ-032
LTX-00106,2025-12-08T00:35:00,DEP-POLICE,VEN-041,IT,415.44,Bank Transfer,Description for LTX-00106,A-06,B-346,PROJ-029
LTX-00107,2025-10-10T01:25:00,DEP-POLICE,VEN-013,Supplies,1885.35,Bank Transfer,Description for LTX-00107,A-05,B-338,PROJ-028
LTX-00108,2025-09-29T09:33:00,DEP-HEALTH,VEN-047,Supplies,1728.68,Cheque,Description for LTX-00108,A-09,B-678,PROJ-004
LTX-00109,2025-03-05T22:09:00,DEP-POLICE,VEN-077,IT,352.17,Credit Card,Description for LTX-00109,A-06,B-891,PROJ-013
LTX-00110,2025-01-23T05:52:00,DEP-EDU,VEN-040,IT,1518.75,Bank Transfer,Description for LTX-00110,A-00,B-892,PROJ-037
LTX-00111,2025-11-28T03:24:00,DEP-POLICE,VEN-005,Infrastructure,148.41,Cheque,Description for LTX-00111,A-09,B-319,PROJ-050
LTX-00112,2025-08-02T17:54:00,DEP-HEALTH,VEN-045,Supplies,697.64,Bank Transfer,Description for LTX-00112,A-00,B-616,PROJ-030
LTX-00113,2025-07-21T11:00:00,DEP-FIN,VEN-009,Supplies,1109.03,Credit Card,Description for LTX-00113,A-05,B-111,PROJ-041
LTX-00114,2025-11-18T01:51:00,DEP-HEALTH,VEN-022,Supplies,1157.01,Credit Card,Description for LTX-00114,A-01,B-439,PROJ-005
LTX-00115,2025-09-26T08:17:00,DEP-EDU,VEN-051,Consulting,303.47,Bank Transfer,Description for LTX-00115,A-08,B-656,PROJ-024
LTX-00116,2025-01-09T17:46:00,DEP-HEALTH,VEN-091,Infrastructure,1350.32,Cheque,Description for LTX-00116,A-08,B-454,PROJ-041
LTX-00117,2025-11-23T05:41:00,DEP-FIN,VEN-086,Travel,888.29,Bank Transfer,Description for LTX-00117,A-01,B-145,PROJ-035
LTX-00118,2025-01-05T17:17:00,DEP-POLICE,VEN-086,Infrastructure,833.72,Bank Transfer,Description for LTX-00118,A-04,B-279,PROJ-046
LTX-00119,2025-04-17T21:29:00,DEP-PWR,VEN-036,Travel,564.14,Credit Card,Description for LTX-00119,A-03,B-650,PROJ-026
LTX-00120,2025-07-22T23:48:00,DEP-HEALTH,VEN-040,Consulting,488.45,Cheque,Description for LTX-00120,A-07,B-143,PROJ-016
LTX-00121,2025-01-10T10:04:00,DEP-HEALTH,VEN-076,IT,291.85,Bank Transfer,Description for LTX-00121,A-04,B-193,PROJ-045
LTX-00122,2025-03-20T06:32:00,DEP-FIN,VEN-054,Infrastructure,1992.09,Bank Transfer,Description for LTX-00122,A-06,B-626,PROJ-043
LTX-00123,2025-05-12T12:18:00,DEP-POLICE,VEN-098,Travel,1407.77,Credit Card,Description for LTX-00123,A-09,B-964,PROJ-029
LTX-00124,2025-08-05T04:47:00,DEP-POLICE,VEN-056,Travel,547.59,Bank Transfer,Description for LTX-00124,A-05,B-484,PROJ-012
LTX-00125,2025-01-16T11:08:00,DEP-FIN,VEN-020,Travel,1663.8,Credit Card,Description for LTX-00125,A-04,B-838,PROJ-025
LTX-00126,2025-01-15T08:50:00,DEP-FIN,VEN-040,Travel,26.86,Cheque,Description for LTX-00126,A-05,B-358,PROJ-041
LTX-00127,2025-05-08T23:54:00,DEP-HEALTH,VEN-010,Travel,1608.36,Cheque,Description for LTX-00127,A-02,B-776,PROJ-004
LTX-00128,2025-12-30T21:14:00,DEP-EDU,VEN-028,Travel,1837.04,Bank Transfer,Description for LTX-00128,A-05,B-471,PROJ-041
LTX-00129,2025-01-28T15:12:00,DEP-HEALTH,VEN-098,Consulting,1607.38,Bank Transfer,Description for LTX-00129,A-00,B-870,PROJ-023
LTX-00130,2025-07-16T01:04:00,DEP-POLICE,VEN-001,IT,1366.2,Credit Card,Description for LTX-00130,A-02,B-926,PROJ-028
LTX-00131,2025-10-18T13:02:00,DEP-HEALTH,VEN-087,IT,26.95,Credit Card,Description for LTX-00131,A-04,B-330,PROJ-048
LTX-00132,2025-10-30T10:00:00,DEP-EDU,VEN-064,Travel,1184.03,Cheque,Description for LTX-00132,A-02,B-905,PROJ-029
LTX-00133,2025-11-23T09:11:00,DEP-PWR,VEN-096,Consulting,118.56,Cheque,Description for LTX-00133,A-07,B-206,PROJ-008
LTX-00134,2025-11-28T06:08:00,DEP-PWR,VEN-062,IT,834.61,Bank Transfer,Description for LTX-00134,A-09,B-922,PROJ-003
LTX-00135,2025-09-28T18:18:00,DEP-FIN,VEN-006,IT,1751.87,Credit Card,Description for LTX-00135,A-03,B-132,PROJ-022
LTX-00136,2025-07-10T05:45:00,DEP-PWR,VEN-045,Supplies,592.88,Cheque,Description for LTX-00136,A-00,B-769,PROJ-019
LTX-00137,2025-11-06T11:12:00,DEP-HEALTH,VEN-019,Supplies,1408.0,Cheque,Description for LTX-00137,A-09,B-908,PROJ-024
LTX-00138,2025-06-29T07:51:00,DEP-FIN,VEN-040,Travel,948.07,Cheque,Description for LTX-00138,A-07,B-119,PROJ-033
LTX-00139,2025-01-16T17:26:00,DEP-EDU,VEN-013,Consulting,1028.07,Bank Transfer,Description for LTX-00139,A-07,B-286,PROJ-044
LTX-00140,2025-11-28T02:21:00,DEP-PWR,VEN-059,Infrastructure,312.02,Credit Card,Description for LTX-00140,A-07,B-949,PROJ-032
LTX-00141,2025-08-13T10:07:00,DEP-POLICE,VEN-070,IT,273.37,Credit Card,Description for LTX-00141,A-07,B-322,PROJ-033
LTX-00142,2025-05-04T23:07:00,DEP-HEALTH,VEN-085,IT,776.48,Credit Card,Description for LTX-00142,A-07,B-144,PROJ-015
LTX-00143,2025-01-06T16:08:00,DEP-FIN,VEN-032,IT,968.96,Credit Card,Description for LTX-00143,A-07,B-157,PROJ-024
LTX-00144,2025-10-03T20:22:00,DEP-POLICE,VEN-017,Consulting,1154.88,Cheque,Description for LTX-00144,A-03,B-482,PROJ-043
LTX-00145,2025-11-13T15:12:00,DEP-EDU,VEN-028,Travel,257.32,Cheque,Description for LTX-00145,A-05,B-216,PROJ-006
LTX-00146,2025-10-02T10:43:00,DEP-EDU,VEN-019,Consulting,1080.23,Credit Card,Description for LTX-00146,A-03,B-900,PROJ-032
LTX-00147,2025-05-30T06:27:00,DEP-PWR,VEN-041,Travel,879.23,Cheque,Description for LTX-00147,A-06,B-165,PROJ-021
LTX-00148,2025-01-12T04:51:00,DEP-FIN,VEN-053,Travel,112.32,Cheque,Description for LTX-00148,A-09,B-396,PROJ-018
LTX-00149,2025-05-17T11:42:00,DEP-PWR,VEN-071,Travel,1187.43,Bank Transfer,Description for LTX-00149,A-05,B-694,PROJ-044
LTX-00150,2025-03-11T15:49:00,DEP-POLICE,VEN-031,Travel,772.8,Cheque,Description for LTX-00150,A-03,B-679,PROJ-046
LTX-00151,2025-03-07T12:30:00,DEP-POLICE,VEN-099,Infrastructure,1190.61,Bank Transfer,Description for LTX-00151,A-08,B-334,PROJ-029
LTX-00152,2025-11-04T09:58:00,DEP-HEALTH,VEN-035,IT,864.08,Bank Transfer,Description for LTX-00152,A-06,B-537,PROJ-014
LTX-00153,2025-11-09T07:02:00,DEP-PWR,VEN-061,Supplies,917.48,Bank Transfer,Description for LTX-00153,A-02,B-945,PROJ-017
LTX-00154,2025-10-10T20:25:00,DEP-PWR,VEN-068,Infrastructure,411.53,Credit Card,Description for LTX-00154,A-00,B-991,PROJ-015
LTX-00155,2025-01-14T15:48:00,DEP-HEALTH,VEN-084,Consulting,1158.7,Bank Transfer,Description for LTX-00155,A-00,B-355,PROJ-023
LTX-00156,2025-08-31T20:55:00,DEP-POLICE,VEN-035,Consulting,1800.07,Credit Card,Description for LTX-00156,A-03,B-455,PROJ-023
LTX-00157,2025-09-30T20:37:00,DEP-PWR,VEN-004,Supplies,907.45,Bank Transfer,Description for LTX-00157,A-09,B-961,PROJ-042
LTX-00158,2025-03-18T08:41:00,DEP-FIN,VEN-087,IT,128.08,Cheque,Description for LTX-00158,A-00,B-614,PROJ-045
LTX-00159,2025-05-02T11:12:00,DEP-FIN,VEN-047,Infrastructure,1124.53,Cheque,Description for LTX-00159,A-05,B-353,PROJ-031
LTX-00160,2025-09-19T22:25:00,DEP-POLICE,VEN-038,Infrastructure,960.09,Bank Transfer,Description for LTX-00160,A-00,B-689,PROJ-012
LTX-00161,2025-07-25T19:52:00,DEP-EDU,VEN-062,Consulting,1600.27,Cheque,Description for LTX-00161,A-09,B-837,PROJ-044
LTX-00162,2025-04-30T04:03:00,DEP-EDU,VEN-043,IT,853.94,Bank Transfer,Description for LTX-00162,A-07,B-581,PROJ-037
LTX-00163,2025-07-08T09:26:00,DEP-HEALTH,VEN-041,Travel,699.71,Cheque,Description for LTX-00163,A-06,B-439,PROJ-019
LTX-00164,2025-11-30T20:49:00,DEP-POLICE,VEN-084,IT,1701.68,Cheque,Description for LTX-00164,A-00,B-445,PROJ-038
LTX-00165,2025-07-13T20:18:00,DEP-POLICE,VEN-070,IT,1635.86,Bank Transfer,Description for LTX-00165,A-05,B-358,PROJ-010
LTX-00166,2025-07-26T19:42:00,DEP-EDU,VEN-031,Supplies,1509.91,Bank Transfer,Description for LTX-00166,A-02,B-276,PROJ-002
LTX-00167,2025-05-05T18:09:00,DEP-HEALTH,VEN-027,Supplies,767.15,Credit Card,Description for LTX-00167,A-01,B-748,PROJ-021
LTX-00168,2025-10-13T19:34:00,DEP-PWR,VEN-039,Travel,1282.69,Bank Transfer,Description for LTX-00168,A-03,B-839,PROJ-007
LTX-00169,2025-08-06T00:29:00,DEP-HEALTH,VEN-098,Infrastructure,1849.69,Cheque,Description for LTX-00169,A-01,B-870,PROJ-046
LTX-00170,2025-07-06T23:38:00,DEP-HEALTH,VEN-078,Infrastructure,1170.43,Credit Card,Description for LTX-00170,A-00,B-708,PROJ-050
LTX-00171,2025-10-03T02:23:00,DEP-FIN,VEN-079,Supplies,941.63,Cheque,Description for LTX-00171,A-00,B-735,PROJ-048
LTX-00172,2025-01-20T10:41:00,DEP-EDU,VEN-060,Consulting,1879.33,Bank Transfer,Description for LTX-00172,A-08,B-696,PROJ-022
LTX-00173,2025-07-23T09:16:00,DEP-PWR,VEN-014,Travel,276.43,Credit Card,Description for LTX-00173,A-04,B-408,PROJ-042
LTX-00174,2025-02-08T00:24:00,DEP-POLICE,VEN-092,Consulting,1465.9,Credit Card,Description for LTX-00174,A-04,B-165,PROJ-046
LTX-00175,2025-01-12T22:48:00,DEP-PWR,VEN-030,Supplies,458.13,Cheque,Description for LTX-00175,A-09,B-310,PROJ-050
LTX-00176,2025-07-08T02:00:00,DEP-EDU,VEN-071,Infrastructure,1238.46,Bank Transfer,Description for LTX-00176,A-02,B-753,PROJ-021
LTX-00177,2025-01-01T00:56:00,DEP-EDU,VEN-064,IT,1819.2,Bank Transfer,Description for LTX-00177,A-00,B-302,PROJ-010
LTX-00178,2025-09-22T19:01:00,DEP-HEALTH,VEN-061,Infrastructure,781.16,Cheque,Description for LTX-00178,A-05,B-911,PROJ-023
LTX-00179,2025-07-13T13:13:00,DEP-FIN,VEN-071,Infrastructure,1468.53,Bank Transfer,Description for LTX-00179,A-09,B-919,PROJ-046
LTX-00180,2025-04-25T05:41:00,DEP-POLICE,VEN-006,IT,1037.06,Cheque,Description for LTX-00180,A-07,B-950,PROJ-027
LTX-00181,2025-11-03T15:18:00,DEP-HEALTH,VEN-097,Travel,255.04,Cheque,Description for LTX-00181,A-05,B-282,PROJ-032
LTX-00182,2025-12-01T12:29:00,DEP-FIN,VEN-083,IT,1813.51,Cheque,Description for LTX-00182,A-09,B-436,PROJ-034
